"start","end","text"
"196090","203110"," contributions to the first of the workshop series, the first curriculum for the workshop series,"
"203650","211070"," and he did that using GitHub, so he contributed using GitHub. He, you know, GitHub is basically,"
"211210","217410"," you can think of it as a social media site for programmers, but where people store their"
"217410","223770"," source code, download source code. It's sort of social media meets infrastructure, and he used"
"223770","229290"," features on GitHub to collaborate and contributed to the workshops, and that's something you can do."
"229410","234090"," You can just sort of do open source contributions to the curriculum that is currently hosted on"
"234090","241290"," GitHub if that interests you. You can also send ideas or updates or anything like that by email. "
"241710","246510"," I will say that, you know, if you're interested in entering this field, it can be really useful"
"246510","252230"," to have a bit of a history of contributions on GitHub, and so this is one way to kind of get"
"252230","256950"," started with that, so you can either create an issue, which is basically like you telling me"
"257930","262730"," that there's something that could be changed, and then I'll change it, or you can even do what's"
"262730","266370"," called a pull request, which is a little bit more complicated, but basically where you write up your"
"266370","271430"," own suggestions for how things should be changed, and I can accept it, pull it in, and then once,"
"271550","275970"," if you do that, you'll actually be a contributor on the curriculum, just like Nikhil is now, so"
"275970","279930"," that's something, an option for you. If you're interested in that, you can drop me a line at"
"279930","285250"," Patrick at IotaSchool.com, just if you wanted a little information on how to get started with"
"285250","290650"," those kinds of contributions, or just have an interesting view. Okay, and then we also had"
"290650","297830"," another contributor, Peter Zigmund, who is following along asynchronously, so probably"
"297830","305730"," not in the room, and Peter has been translating the curriculum to Hungarian, which is really"
"305730","310790"," exciting, and I'm excited to post that when he's completed it, so that's a very cool contribution"
"310790","316330"," as well, and I'd also just like, I think, to thank Chancey here, because I think, Chancey, you've"
"316330","322750"," helped me out with some of the ins and outs of using Zoom, and you just pointed out that I have"
"322750","328850"," a broken link on the curriculum and everything, so I really do appreciate everyone who's"
"328850","336810"," contributed so far. Let's see, one thing people have asked us about a lot is a mailing list"
"336810","342930"," for VI data scientists and people looking to get into data science or learning it,"
"343490","348790"," and I think that's a great idea. We have some, a lot of people signed up for this workshop series,"
"348850","355870"," and I think it's the basis of a good mailing list, you know, so I am looking into setting up a, or"
"355870","360830"," self-hosting a mailing list. If that doesn't go well, I guess I'll use free lists or something, but"
"361710","366050"," that, you know, it's a little bit technically involved, but I'm hoping to set it up this week,"
"367170","371670"," so since a bunch of people have asked for that, I do think it's a good idea, and I think we're"
"371670","378390"," going to go ahead and set that up, so excited for that, and I will send an email to the, to everyone"
"378390","383470"," who registered for this workshop when that is live, and also post on some of the main mailing"
"383470","390910"," lists, like Python Viz and so on. Something else people have asked about is, I think there are"
"390910","395790"," some frustrations with GitHub, I think maybe rightfully so, and some people would find"
"395790","401370"," the raw Markdown files that the curriculum is based on to be more useful. Some people would"
"401370","405350"," also kind of prefer to download the videos directly onto their computers, which I totally get,"
"407470","412990"," so we're going to try to facilitate that all by making, we're going to basically make sure the"
"412990","420050"," home that is a little more user-friendly, we're going to do that toward the end of this workshop"
"420050","424470"," series, or right after the series concludes, and we also, I also want to talk with the folks at"
"424470","429650"," Pandas to see if they want to host the curriculum, or if we should create a new website for it, but"
"429650","433690"," basically there will be a website for it, and there will be, you know, it will make it very"
"433690","437870"," easy for you to download the whole curriculum all at once if you prefer to have it on your computer,"
"437870","443850"," and also the videos to download directly, okay? So, that's not going to be right away, but it'll"
"443850","451080"," be probably shortly after this workshop series concludes in early March. Creating other tutorials,"
"451380","456520"," this is something I wanted to mention. We have a lot of stakeholders, you know, stakeholders is a"
"456520","463340"," stupid word, but people who are very involved in various blind and visually impaired organizations"
"464060","468800"," registered for this, and people who are parts of other major organizations, whether it be"
"468800","475500"," academia, science, the, you know, the blindness community. I'd just like to say, you know, I think this has"
"475500","481480"," been a great partnership, and that NumFocus has allowed us to create this very cool curriculum,"
"481900","487200"," make it open to the public. I just want, you know, I haven't pestered you guys that much about"
"487200","494940"," my own organization, IOTA, but I will say I would love the chance to create more resources like"
"494940","498800"," this for the blind community, to teach the blind community some more of these technical"
"499680","507180"," skills, and to create new curriculum, you know, workshop series like this, recordings. "
"508000","513419"," If you're part of an organization where you think they might be interested in collaborating to"
"513419","520940"," create these kinds of materials, reach out. It can be a, you know, I like, you know, in the best"
"520940","525520"," case scenario, it would be for the public. That's kind of where I like to be, but also, you know,"
"525820","531560"," I do work with organizations to create trainings specifically for your organization or resources"
"531560","537480"," specifically for your organization, too. So, you know, drop me a line if you think your organization would"
"537480","543860"," be interested in working with IOTA, and I'll just say, like, two sentences about IOTA. So, IOTA is"
"544580","550860"," consultancy. I'm the head of principal consultant, and we do various things, including creating"
"550860","557300"," curriculum like this, teaching workshops, but also we consult on what I would say some"
"557300","562340"," tricky intersections between accessibility, writing, you know, like creating a curriculum,"
"563600","567980"," and technology, so programming, okay? So, anything that kind of fits into those things, making web"
"567980","572740"," applications that have some connection to those things, stuff like that. That's where we kind of"
"572740","579240"," live. So, reach out, and if you have any projects in mind, okay? And that's probably the only"
"580860","585440"," that's probably the only I mean, one more little plug at the end of this whole workshop series,"
"585620","592960"," but please, you know, let other people know about this IOTA or the kind of work we do,"
"593140","597620"," if it comes up in conversation, because that's very helpful. It allows us to create things like"
"597620","605500"," this. That's just it. That's everything. Okay. And then I would just finally like to thank"
"606720","614240"," Pandas, Numfocus, and Patrick Hoefler, core developer at Pandas or with Pandas,"
"614700","620340"," to, you know, for taking a chance on this workshop series and creating these materials,"
"622100","626760"," and they're really the reason that, you know, this is all that possible. So, all right. So,"
"626760","632040"," that's more administrative stuff than usual, but we'll, you know, it's the midpoint of this"
"632040","641920"," workshop series. Okay. Let's go ahead and get started with the workshops. We are first I'm"
"641920","648220"," going to share my screen, and then we'll open up our IPython environment, and we will do a little"
"648220","655900"," discussion about different kinds of data. Okay? So, I'm going to go ahead and share."
"671980","680740"," Okay. I'm opening Anaconda prompt. I'm pressing the Windows button. I'm going to type Anaconda"
"680740","689820"," prompt. I typed A and A, and that was a note, but you may need to type a little more in your case. "
"689820","697680"," Remember, you want Anaconda prompt, not Anaconda navigator. And then, when you open Anaconda prompt,"
"697800","702580"," you have your command line. In Windows, we call this command line environment CMD. "
"703700","707780"," There's also another one that some of you have been using called PowerShell, which will more or"
"707780","712660"," less work with this, but I find that the CMD environment is a little more stable for applications"
"712660","720400"," like IPython, and I'm going to maximize the screen. I'm also going to remove the title bar"
"720400","732180"," by pressing alt enter. Okay? So, now I have a nice just the command line. And then,"
"732980","752260"," um, we need to start IPython. So, let's type IPython. That didn't update. So, that probably"
"752260","761660"," means my review is off. So, let's double check that. Okay. So, it didn't it didn't say the usual"
"761660","767020"," version. Let's just do it again. I quit IPython. I'm typing the word exit to quit."
"768160","772120"," And I'm running IPython again. So, you can hear how it sounds when you start it. "
"775920","778980"," So, you'll hear and there's a whole bunch of other information, but you'll hear the version."
"779340","782060"," Just a little review and sort of make sure you're all in the right environment."
"782060","793000"," Um, so, what are we doing today? So, a big part of data science is taking data in certain"
"793800","802200"," that takes certain forms and then representing it in various ways. Okay? And we'll talk about"
"802200","809700"," the different forms and so on in a second. But I, you know, so, what are the ways you can present"
"809700","816360"," data? So, we'll talk if you follow another data science tutorial, chances are the main way that"
"816360","821680"," they will represent data is through a visualization. And I looked up visual definition of"
"821680","827200"," visualization on Wikipedia, and it was the most general sort of definition of all time. It was"
"827200","832340"," basically like everything in the way they define everything as a visualization, like every picture,"
"832520","837500"," everything is a visualization. But basically, my definition is a visualization would be a it's a"
"837500","843640"," way to represent some kind of data visually. Okay? And the most common visualizations are"
"843640","849280"," things like charts and graphs, though there are other kinds of more complicated visualizations. "
"850580","855960"," And we'll get into some of the, but, you know, the most common charts and graphs would be things"
"855960","862460"," like bar charts, pie charts, line graphs, and scatter plots. Okay? There's a whole bunch of"
"862460","870540"," other kinds. I would say maybe 15 to 25 common visualization types, and then a more, a bunch more"
"870540","874540"," esoteric ones. But, you know, those are the ones you're going to encounter most frequently in the"
"874540","880380"," wild. And that's kind of the ones that people reach for most quickly. Okay? Now, what other"
"880380","887020"," ways are there to represent data? Since, you know, you and I and many people on this call don't,"
"887560","891800"," don't, you know, maybe we use visualizations, but we don't really benefit from them in the same way"
"891800","896840"," that sighted people do. Maybe we have to use them to share with our colleagues or something like"
"896840","903040"," that, but we don't benefit the same way. You can use a sonification. So, we're going to talk about"
"903040","912140"," that next week with Sarah's workshop on an introduction to sonification. Basically, it's a"
"912140","918900"," way to represent data through changes in sound, in qualities of sound. So, a quality of sound would"
"918900","923740"," be something like the pitch. Sarah might have her own definition, but that's my probably not as good"
"923740","932340"," definition. Other ways to represent data might be text descriptions. So, I mean, we sometimes say"
"932340","936980"," alt text in certain contexts, but I would also, the more general term would be a text description."
"937240","942760"," So, maybe the data is in some ways described in natural language, you know? So, if I say to you,"
"942760","949160"," oh, the data is two columns, and it's times, one column is times, one column is"
"950260","956340"," integers, and the integers are between five and 100, and they represent people's grades. You know,"
"956400","960280"," like that's, you know, that's a way to represent data, right? I'm telling you what the data is,"
"960560","964860"," gives you a general idea of the data. Maybe it's not quite as specific, but, you know."
"966840","972480"," Then there are other ways to represent data, but those are, I would say, are some of the big ones. "
"972480","977900"," The other one that I really want to mention is tactile graphics, which is a really cool direct"
"977900","988400"," way to experience forms similar to visualizations, but they're really, you access them through"
"988960","996020"," raised surfaces or other kinds of tactile interfaces, such as, you know, dots raised"
"996020","1002060"," in a digital, you know, some kind of refreshable braille display, and basically it lets you use"
"1002060","1008180"," your hands or, if you don't have hands, another one of your, another part of your body to"
"1008180","1013320"," experience the data manually or through tactician, you know, through feeling."
"1014540","1017500"," You know, so, you know, for example, you might feel a line chart. I know,"
"1018440","1021660"," I'm chanting not to call you out again, but I know you did a bunch of work with tactile"
"1021660","1025579"," graphics early in the pandemic, and once people are flattening the curve, so,"
"1026400","1032160"," the, you know, and when you have that available to you, you can feel things like a line chart,"
"1032660","1037380"," which is pretty cool, and a very direct way to experience something like people usually use with"
"1037380","1042180"," the visualization. Now, today we're going to do something completely different, really,"
"1042660","1048820"," and this is, there's not really a word for this. I call it talking to your data, okay, and I would"
"1048820","1053860"," also say it's an interactive data representation is another, maybe, that would be a more fancy way"
"1053860","1059400"," to say it. I kind of like talking to your data, okay, or a data conversation, and basically what"
"1059400","1067640"," that is is we load our data into a manipulatable structure, you know, like our data frame in"
"1067640","1075860"," Pandas, like a series in Pandas, and then we use programming to query the data, poke the data,"
"1076040","1081300"," transform the data, explore the data, and represent the data, do all sorts of things with the data,"
"1081300","1086500"," and clean the data is also another thing that you can do, and do all sorts of stuff with the data,"
"1086920","1090940"," and it has, there is pluses and minuses. We'll talk at the end about some of the advantages and"
"1090940","1097420"," disadvantages of this approach. I think, in many ways, it's a very exciting approach, and we're"
"1097420","1103000"," going to jump in with that now. So, what are we going to be representing in this workshop? So,"
"1103080","1107960"," let's just really quickly talk about types of data that we'll be working with, okay, and these are not"
"1107960","1113360"," formal types. Remember, in the first workshop, we talked about Python data types, so those were like"
"1113360","1121380"," things like a string, a list, an integer, which is a number, a float, which is a number, things like"
"1121380","1126540"," that, okay. Those are formalized because there's only a certain number of them. They exist in"
"1126540","1131460"," Python. They have certain formal ways that you interact with them, okay, through programming."
"1131840","1135940"," These categories I'm going to explain to you now, that I'm going to say types of data, which sounds"
"1135940","1140820"," a lot like data types. I'm talking about something different. I'm talking about very general ideas,"
"1141260","1147380"," okay. So, things like saying, if I say time data, that's, there's nothing formalized about that. It"
"1147380","1155500"," can take a lot of different forms. It could be anything from a string telling you January 6,"
"1155660","1163160"," 1995, with a comma and everything in it, to a number, which is the number of seconds since 1970,"
"1163160","1168620"," which is, surprisingly, that is actually something programmers do. They'll represent time as a number"
"1168620","1175460"," of seconds since a very specific moment in 1970, and that moment is called the epoch,"
"1176100","1180920"," which is pretty wild. Basically, it's almost like computer history started in a particular second"
"1180920","1185780"," in 1978. It can't from that point. It's one way to represent time. So, that could be an integer,"
"1186360","1190040"," and the other one could be a string, and other ones could be, there's other ways to represent it,"
"1190040","1195680"," more specific data types that are specifically for date and time. However, when we say time data,"
"1196020","1199880"," we mean data that represent points in time. So, it's a more general concept, okay."
"1200680","1207020"," What are the ones we're going to work with today? The main ones are numeric, which you've already"
"1207020","1213500"," worked with before in this workshop series. So, for example, our prices of the Airbnb listings"
"1213500","1221540"," from last time were numeric data. What else is there? There's the other really big one"
"1221540","1228480"," that you'll hear a lot about, and this is as close to a formalized one as you'll get,"
"1228660","1237340"," is categorical data, okay. Categorical data represents a sorting into various categories,"
"1237480","1242940"," or kind of like buckets. It will sort each entity in a data set into one of a small set"
"1242940","1248720"," of categories, okay. And we will talk, we will make that a little less abstract in a minute when"
"1248720","1254440"," we work with it, okay. There is also time data. I just discussed that as representation of points"
"1254440","1262340"," in time. And one other useful one to keep an eye out for is descriptive, or if you want to use a"
"1262340","1267720"," fancy word, nominative data. Basically, that's data that is a little more like a unique value. "
"1267720","1274420"," So, something like someone's email address in a data set, or Airbnb listings that we have,"
"1274540","1279900"," or an ID number, something like that. Those things, they tend to be unique, or a little"
"1279900","1287820"," closer to being unique, and they're usually used to identify things, okay. And for it, it doesn't"
"1287820","1292000"," usually make sense to order it, and it doesn't usually make sense to do things like get a mean"
"1292000","1296280"," or a median. Like, if you get a mean or a median of ID numbers, that is literally, it's mean,"
"1296280","1303140"," right, okay. So, basically, it's just descriptive of an entity, but not useful in the same way,"
"1303200","1310600"," like number, numeric data, or time data, or something like this, okay. Then I will throw"
"1310600","1316080"," in two other ones, and these are a little bit different because you will most often use these"
"1316080","1321900"," as an intermediate step when you work with data. And these, but you will sometimes find them in a"
"1321900","1327280"," data set directly, and those are, the ones we're going to talk about today are count,"
"1327460","1336020"," so when you count things up, and then also binary data, so whether something, whether a thing about"
"1336020","1340640"," the entities is true or false. So, for example, if we were to say in our Airbnb data set,"
"1342640","1347520"," it is underscore Brooklyn. We could make a new column called is Brooklyn, and that would be to"
"1347520","1352740"," either say true if the listing was in Brooklyn, and false if it was anywhere else, okay. That"
"1352740","1358160"," would be binary data, all right. And we'll work with most of these. We might not do so much with"
"1358160","1361920"," descriptive or nominative data in this workshop, but I wanted you to keep an eye out for it. "
"1362980","1367040"," But we will work with the other ones pretty directly in this workshop. Hopefully,"
"1367120","1373020"," we can get to most of this. There's definitely a lot. All right. So,"
"1376720","1381620"," let's jump right in and say, let's work with categorical data a little bit, because this is one"
"1382520","1387300"," that I would say it's probably the most, one of the most important to wrap your head around"
"1387300","1391540"," outside of straight numeric data, which we worked with last week and doing things like the mean and"
"1391540","1396180"," the median. And so, knowing how to work with categorical data, categorical data is really"
"1396180","1403360"," critical for data science. And even, especially when you're like starting an analysis or something"
"1403360","1409100"," like that. So, you may be like, okay, I didn't really get your explanation of categorical data."
"1409460","1416100"," Let's actually pull some categorical data from our data set, and then we will talk about what"
"1416100","1419980"," categorical data it is. Again, when we actually have an example in front of us, so it won't be as"
"1419980","1423540"," confusing and abstract. We'll actually have an example in front of us, okay."
"1424240","1431980"," So, the first thing we'll do is we will pull in our data set. And it's going to be the same as last"
"1431980","1437220"," week. So, I'll tell you exactly what to type. I will give you instructions for people who participated"
"1437220","1443300"," last week. I'll give you a little bit of a shortcut, okay. So, you can type, you may be able to do this."
"1444880","1453560"," df = pandasAnd then you can type a little bit of pandas,"
"1453780","1461340"," P-A-N. ""P-A-N."" And you can, if you press the up arrow, it may fill in our URL and everything"
"1461340","1465000"," that we had before. So, we fill in a bit of what you wrote before, and then you can press the up"
"1465000","1488220"," arrow. So, it did fill it all. I'll go through that. Don't worry if you didn't catch that."
"1488600","1494420"," I'm going to press enter. Sorry, I skipped a step. You need to first"
"1494420","1507280"," import pandas. So,""I-M-P-O-R-T. Space. P-A-N-D-A-S."""
"1507620","1524400"," P-A-N-D-A-S. Okay. And then we'll run our DF equals. And I will go through it again. So,"
"1524400","1531460"," in left. Okay. It worked for me. So, what you want to type, if you don't have it stored in"
"1531460","1537580"," your history, I tried to tell you a way to access this line from your history from last week. If"
"1537580","1541060"," you don't have it in your history, maybe you're doing this for the first time. Maybe you can't"
"1541060","1552880"," detect it for some reason. Go ahead and type this. DF space. That's D as in dog, F as in foxtrot."
"1554400","1570820"," And then space equals space pandas, P-A-N-D-A-S, dot read underscore CSV. Open parenthesis. "
"1571520","1579120"," And now you want to pin in a URL as a string. So, we do a double quote. Then do HTTP"
"1579120","1594080"," colon forward slash forward slash bit.ly, B-I-T, period, L-Y, forward slash NYC"
"1596140","1602540"," BNB. So, that's Bravo November Bravo, you know?"
"1604400","1612920"," New NYC for New York City. And then BNB. Bravo November Bravo. B as in boy, N as in Nancy."
"1614100","1619580"," And then finish the double quotes, do a right parenthesis, and then run it."
"1620660","1625400"," Hopefully, helpers, maybe you can also paste it in so people have the option to copy it. "
"1625760","1629060"," And it's also present in the written curriculum that we're going to follow along."
"1629060","1635800"," Okay. Once you have it loaded in, you should be able to do DF. Just type DF by itself,"
"1635980","1650080"," and you have your data. That's enough. It's staying the number of rows, and there's a"
"1650080","1654340"," whole lot of information. It's probably read for like 20 minutes if we, there's a ton of"
"1654340","1660560"," information. But basically, it's our big data set. We could do, you know, you could do things"
"1660560","1667120"," like on it like we did last week. We can do len on it to see how many rows. DF.shape to see how"
"1667120","1673180"," many columns and rows. You could do all the things that we did before. DF.columns to see the columns."
"1674140","1680060"," These are things we all did in the last workshop. You could do them, this is the same data as we"
"1680060","1689840"," used last week in this data frame object. Okay. Now we have our data in front of us."
"1690520","1696200"," Let's pull out some categorical data and think about it. Okay. And explore it. So, I'm going to"
"1696200","1702560"," clear my screen because it helps me out cognitively to clear my screen before I do something new. "
"1704020","1711920"," So, I did control L, and I heard, you know, in left bracket, five, right bracket. We're entering"
"1711920","1731380"," the fifth line that we've entered so far. Let's do ""DF.neig."" And I'm going to let it fill it in"
"1731380","1739460"," by pressing tab.So, go ahead and press tab. Neighbourhood. Because it was filling in the"
"1739460","1744700"," rest of the word neighborhood. I say to do this because for some reason this data set, it spells,"
"1745440","1751400"," which is fine, but some of us are Americans, we don't use the U in neighborhood. Okay."
"1752660","1760420"," So, in British English, they say a neighborhood with a U. In American English, we don't do the U."
"1760420","1764680"," So, this is a point of confusion. But in this data set, it's spelled the British way. Okay."
"1765360","1770680"," So, I recommend using the tab and just letting the computer fill it in. There will be no confusion,"
"1770800","1777060"," no problems. Okay. I recommend to do that whenever you can.Okay. So, we want to do DF.neighbourhood,"
"1777580","1784820"," and then I'm going to do a period. So, remember, it's neighborhood with U, dot, dot, head,"
"1784820","1793400"," ""in left bracket, H, E, A, D, head, left paren, right paren.""So, I did head, left parenthesis,"
"1793540","1799520"," right parenthesis. So, it's got DF.neighborhood.head. Okay. And we should get the first five items from"
"1799520","1804480"," this column. Okay. The neighborhood column in our Airbnb data set. All right. We're getting"
"1804480","1811920"," ""the first five items. Out left bracket, five, right bracket, colon, zero, Kensington, one,"
"1811920","1822680"," Midtown."" Oh, I'm sorry.I meant to do a... This is fine, actually. So, this is our data for"
"1823540","1827040"," individual neighborhoods. What I actually wanted to use is neighborhood group,"
"1827400","1832920"," which will tell us something a little more specific about this categorical data. So,"
"1832980","1836760"," if you want, you can type it again. That's probably the easiest way. You can also press"
"1836760","1847700"," up and backspace your answer.I'll type it again. So, I'll do DF.neighbourhood. I'm letting it fill"
"1847700","1855360"," it in. And then I'm just going to go to underscore and tap in and then fill in group. So, it's"
"1855360","1861500"," neighbourhood underscore group. DF.neighbourhood underscore group. That's what we want.And"
"1861500","1866080"," essentially, you'll see in a second what this corresponds to if you're familiar with New York"
"1866080","1871900"," City, the different boroughs in New York City. So, Manhattan, Queens, Staten Island, the Bronx,"
"1872680","1878800"," and Brooklyn. Okay? So, let's... And that's our column. Let's do head so we only get the first"
"1878800","1890900"," five. So, it should be DF.neighborhood underscore group dot... Open parenthesis. Okay. So,"
"1890900","1895720"," open parenthesis, close parenthesis. DF.neighborhood underscore group dot head open parenthesis,"
"1895880","1915320"," close parenthesis. You'll notice something. And this is what I wanted to show you. And this is"
"1915320","1921760"," why the neighborhood wouldn't really help us with this. This is the main characteristic"
"1921760","1927960"," of categorical data is that the values are repeated. Okay? So, this column consists of a"
"1927960","1934080"," relatively small set of values. So, Manhattan, the Bronx, Queens, Brooklyn, and Staten Island."
"1934340","1940780"," And they're repeated over and over again. And when they appear in this column, they tell us that"
"1940780","1947560"," the item in the row, the entity, which in our case, it represents an Airbnb listing from 2019."
"1948100","1953500"," Okay? Each row in this data set is an Airbnb listing from 2019. And when one of these items"
"1953500","1958540"," appears in this column, it tells us, hey, that listing is from the Bronx. It's from Queens. It's"
"1958540","1963460"," from Manhattan. Okay? And you'll notice the two here that are appearing most frequently are"
"1963460","1969920"," Manhattan and Brooklyn. Okay? We can confirm that in a minute. But when you see repeated data like"
"1969920","1976660"," this, when you see repeated information, and it could be numbers too, but if it's a small number"
"1976660","1981760"," of items that are repeated, then that gives you an indication that it's categorical data. Okay?"
"1981840","1985700"," Also, if you think about, hey, this could basically be considered a category. So,"
"1985740","1988600"," something like neighborhood group, that sounds like a category. And neighborhood sounds like"
"1988600","1995440"," a category. Okay? Then it's going to be categorical data. It sorts the data, the entities in the data"
"1995440","2002080"," set into various little buckets. Okay? Now, what do you do with categorical data? How do we"
"2002080","2007640"," represent it? How do we explore it? So, the first thing you should do with categorical data typically"
"2009820","2017620"," is to get a set. Okay? So, there's two things you should do right away with categorical data. "
"2017820","2023800"," To get a set of all the categories and then to count the various items. Okay? These are the two"
"2023800","2032640"," things we're going to do in order. Okay? So, let's do the line we had before, but now we're going to"
"2033420","2040140"," put the we're going to put the function set around all of it. Okay? So, I'll type it again. Set."
"2040140","2052360"," ""Set.""Open parenthesis. And then df.neighborhood underscore group."
"2055940","2062920"," That's the line in underscore. Group. So, it's neighborhood group, underscore group,"
"2063880","2071560"," dot. And let's not do the head. It doesn't really matter here. So, we could do set df.neighborhood"
"2071560","2090900"," group. Set open parenthesis df.neighborhood group.Those are our five items. ""Bronx, Brooklyn,"
"2091880","2098020"," Staten Island, Manhattan, and Queens."" Okay? Those are the five items.Those are our categories. And"
"2098020","2103940"," we use the set function. It basically says give us the unique values from this data set. Okay?"
"2104380","2108660"," And what it returns here is a list-like object, which is a set object. But it's very similar to"
"2108660","2115760"," a list. Okay? So, that tells us how many categories we have to work with. The other thing that I"
"2115760","2120080"," recommend doing with a with categorical data, once you know that it is categorical data,"
"2120080","2126320"," even if you suspect it's categorical data, is to count it. And I would also say that set is very"
"2126320","2131580"," good at telling you, is this categorical data? So, if you run the set function on a column,"
"2132240","2138520"," then you will learn, you will see, oh, is it a small number of categories of repeated values?"
"2138760","2142620"," If it's a small number of items that come back, then that's a strong indication that"
"2142620","2147680"," where you're working with is categorical data. But if it's almost as many items as we have"
"2149420","2152700"," rows in the data set, then it's probably not categorical data. It's probably something"
"2152700","2158080"," like descriptive or nominative data. If you ran a set on email addresses, it will pretty much"
"2158080","2165340"," be the same number of items as the full data set. Okay? So, let's do let's now let's do a count. "
"2165540","2169240"," Okay? And we'll talk about counts. So, let's do df.neighborhood group again."
"2172220","2177880"," df.neighborhood group. Remember, I'm making a lot of use of tab here. This is where tab is"
"2177880","2180380"," going to come in useful. We're going to be writing longer lines in this session. "
"2181700","2187040"," So, we're going to be doing I'm going to use tab a lot more. Hopefully, you're getting a little"
"2187040","2191440"," bit used to this environment. I will also say, you know, if I'm moving sometimes a little bit"
"2191440","2196000"," fast in these workshops, you know, which is kind of the nature of some of these more online"
"2196000","2199260"," workshops. In-person workshops, they tend to go a lot slower, and there's time to work."
"2199980","2203400"," But, you know, we're kind of doing this for the recording a little bit. And you can review"
"2205960","2209020"," afterward. And there's a raised hand. We'll get to that in one second."
"2212080","2215020"," There's a recording, and there's a written curriculum. So, if you're feeling a little"
"2215020","2218160"," stress at any point in this workshop, just remember that those resources that they're"
"2218160","2223620"," available to you. And Sarah and I are available. We're just an email away. And there's also the"
"2223620","2227060"," office hours on Thursday. So, a lot of resources available to you if you're feeling a little"
"2227060","2233440"," learning stress. We had a raised hand. Is that an intentional raised hand? I mean,"
"2233680","2236920"," we can, if you want to get on the mic and ask a question, you're welcome."
"2242730","2248970"," I hit that button all the time myself, too. So, if you do, you know, if it was a question you"
"2248970","2255530"," wanted to ask, just feel free to get on the mic. Okay. So, DF.Neighborhood group. And now, so,"
"2255530","2260670"," we had to DF.Neighborhood underscore group.And now, we're going to use a new method. And we're going to use"
"2260670","2266130"," this method a lot. Okay. So, try to remember what it's called because we're going to be using it a"
"2266130","2271830"," lot. Okay. But you'll get a little reinforcement as this goes on. Let's do DF.Neighborhood group."
"2272630","2291690"," Value underscore counts. So, it's DF.Neighborhood underscore group. Value underscore counts."
"2291790","2300290"," Open parenthesis. Close parenthesis. I kind of hate the name of this method because it's hard"
"2300290","2304890"," to type. It has an underscore in it. It's kind of long. And I use it a lot. It's one of the methods"
"2304890","2310950"," I use the most when I'm doing a data analysis. Okay. So, and we're going to use it a lot, too."
"2311150","2315550"," So, remember that tab is your friends. In this case, it might not be that useful to you. But,"
"2315710","2321070"," you know. All right. Let's run it and see what we get. Out left bracket eight right bracket colon"
"2321950","2332330"," ""Manhattan 21,661. Brooklyn 20,104."" So, okay.What are we listening to here? We'll zoom in a second."
"2332890","2341290"," We're hearing a series which has labels. Remember from last week, what we have the series is"
"2341290","2349510"," represented with two columns. For us, screen reader users, it's that each line has on the left"
"2349510","2355190"," first a label. Okay. Which is the index. And on the right, it has a value. In this case,"
"2355230","2362730"," it's a number. Okay. So, we're listening to a series. The labels are the categories. Okay. So,"
"2362750","2369030"," Manhattan, Bronx, Brooklyn, et cetera that we got from our set. These are the unique values in this"
