"start","end","text"
"787950","793190"," modification. You'll often hear modification described as the most"
"793190","800230"," direct mapping the most direct representation of data as sound. What do"
"800230","807630"," we mean by this? Well suppose we have two variables here X and Y and in this case"
"807630","814490"," Y is our dependent variable which means that as X changes Y changes in response."
"815270","821530"," Now for our purposes here I'm going to say X is time so as time goes on Y"
"821530","828550"," changes with time and so if Y is varying with time going up and down as time goes"
"828550","834110"," by you can kind of imagine Y moving like in a regular wave not like a smooth wave"
"834110","840470"," pattern but it's going up and down so Y the height of the wave is changing with"
"840470","847490"," time. Now we call the height of a wave the amplitude and just as this height"
"847490","853750"," this amplitude of Y is changing with time we can imagine the amplitude of a"
"853750","860570"," sound wave changing with time at the same sort of way. So basically if Y goes"
"860570","867750"," up the amplitude the height of our sound wave goes up and if Y goes down the"
"867750","873930"," amplitude or height of our sound wave goes down. So we are mapping the height"
"873930","880530"," of Y to the height of the sound wave. This is what we mean by direct mapping"
"880530","885830"," we're treating Y like it's a wave and then just making the sound wave that"
"885830","892030"," represents Y behave in the exact same way as Y in terms of how it goes up and"
"892030","898910"," down. Now our ears perceive amplitude the height of the sound wave and again sound"
"898910","905670"," is a wave in the air so our ears perceive the amplitude of a sound wave as the"
"905670","909550"," volume it has to do with like this air pressure essentially you'll hear it as"
"909550","916010"," changes in volume and so essentially what is happening is by going up and"
"916010","922650"," down Y is controlling the value ofhsorry the volume of the sound wave we"
"922650","931170"," hear representing the data. Alright so we've covered how the volume is"
"931170","937590"," controlled by Y. What about pitch that's another really important part of sound"
"937590","943090"," how high or low of note is. Well this comes down to something we call data"
"943090","948230"," sampling. We don't measure data continuously rather we have some sampling"
"948230","953330"," rate which is often how we measure the data. So for instance I'm going to play"
"953330","957330"," you some sounds from the accessible oceans project some modification from"
"957330","962670"," the accessible oceans project and the times are measured each hour this is our"
"962670","967490"," data sampling rate so we have like 24 measurements in a day one measurement"
"967490","973950"," each hour. Likewise we don't play the sound continuously but rather we play it"
"973950","982490"," at some data sampling rate where we play each note at an individual moment. So we"
"982490","986990"," have our data measurement rate or a data sampling rate and we have an audio"
"986990","992230"," sampling rate where we play the rate at which we play the sounds. Now the"
"992230","997230"," sampling rate or the frequency at which we measure and then play the"
"997230","1003510"," modification of data is analogous to sound frequency which our ears perceive"
"1003510","1011690"," as pitch. Thus the frequency of the sound playback influences the pitch at which"
"1011690","1017710"," we hear the modification. Often we cannot play the modification of the data with"
"1017710","1022150"," the same frequency as the original data sampling rate because the then the"
"1022150","1026710"," frequency or the pitch we'd be playing would just be outside the audible"
"1026710","1031510"," hearing range for humans. Thus in audification we often have to do"
"1031510","1035589"," something that I've seen called translating or shifting the sound"
"1035589","1040710"," representation of the data how the sampling rate at which we play notes"
"1040710","1045690"," just so that the pitch is in the audible pitch range. Now what I'm going to do is"
"1045690","1050530"," I'm going to play you a sonification of the tides from the accessible oceans"
"1050530","1055830"," project at two different sampling rates. It might be a little bit difficult to"
"1055830","1060850"," hear over the recording like from my computer to your computer but there are"
"1060850","1064370"," two different sampling rates and you can hear that there's a pitch difference"
"1064370","1068750"," between the two. If you can't hear it through the recording I do encourage you"
"1068750","1075570"," to go from the tutorial curriculum page to the accessible oceans page which is"
"1075570","1079870"," linked there and has the examples on it. So if you can't hear the pitch difference"
"1079870","1083330"," here definitely encourage you to go check that out. I'm going to go play that"
"1083330","1085410"," now so it'll be two sonifications."
"1094770","1097250"," All right that was pretty quick so I'm going to play that one more time."
"1100770","1107830"," All right hopefully you could hear the noise happening there. That is the"
"1107830","1114070"," tide cycle you're hearing. So tides go in and out you know every 24 hours that's"
"1114070","1117930"," at least as much as I know about oceanography tells you what I know and"
"1117930","1122430"," so what you're hearing is that actually every 24 samples not that we can hear"
"1122430","1127710"," the individual nodes because they're so close together you hear that as the"
"1127710","1134650"," tides going up and down control the volume of the modification going up and"
"1134650","1141930"," down that each of those cycles is that 24 hour cycle of the tides going up and"
"1141930","1146730"," down. Now I'm going to play this one more time the same modification before I"
"1146730","1150490"," play the next one that's at a different sampling rate so you can hopefully hear"
"1150490","1152990"," the two pitches side-by-side. "
"1162210","1166170"," All right hopefully you can hear that on my end I can definitely hear the pitch"
"1166170","1170730"," difference I'm hoping it comes through on the recording fingers crossed so what"
"1170730","1175310"," you might have been able to tell on those two is first that whoop whoop whoop"
"1175310","1180150"," is still there because we're still measuring that same tide or we're still"
"1180150","1186690"," representing that same tide data of it going up and down the pitch is lower on"
"1186690","1191370"," the second round of data and also it's a little bit slower it's a little bit"
"1191370","1195790"," slower between each whoop whoop whoop and the modification lasts a little bit"
"1195790","1200390"," longer because the data sampling the frequency at which we play those notes"
"1200390","1207410"," is is a little bit slower which lowers that pitch and also lengthens the time of"
"1207410","1211370"," the modification. So again hopefully you could hear that difference and if you"
"1211370","1219050"," couldn't definitely recommend checking it out on your own computer. All right so"
"1219050","1223850"," if modification is so straightforward we're treating the data like a wave and"
"1223850","1229290"," then actually one second before I keep going I think the computer is about to"
"1229290","1233770"," die rather than suffer another technical difficulty which should make"
"1233770","1251870"," me quite sad I'm just going to plug this in sorry folks. All right we're back"
"1251870","1256390"," at business. Okay so if modification is so straightforward where we're really"
"1256390","1261230"," just treating the data like a wave and then representing it as an analogous"
"1261230","1265510"," sound wave why don't we do it for everything? Well there are a lot of"
"1265510","1269850"," reasons. First it's pretty limited and what we can or cannot sonify. For"
"1269850","1275650"," instance how would you audify make an audification or a sonic"
"1275650","1281730"," representation using audification of an image of some 2d data you know with an"
"1281730","1286310"," X and a Y colors there are too many different parameters going on there to"
"1286310","1292650"," put into this amplitude so this volume and then the time. So it's really better"
"1292650","1298510"," suited for a very specific type of data a simpler type of data. Also there might"
"1298510","1303130"," be other reasons we don't want to use audification for instance maybe there's"
"1303130","1308530"," a more like aesthetically pleasing a nicer sound that we can use rather than"
"1308530","1315070"," these amplitude changes in the sound wave. An aesthetic difference is a really"
"1315070","1319330"," valid reason to have a different representation of the data. I mean I can"
"1319330","1322810"," say that I know a lot of scientists that spend a lot of time trying to make"
"1322810","1328370"," their data visualizations look nice look pretty so that matters as a choice too"
"1328370","1334330"," and it's a totally valid choice to make. Again we're not literally showing what"
"1334330","1338590"," the data sounds like we're making choices of how to represent it and"
"1338590","1344570"," depending on our audience and our goals we might make different choices. So let's"
"1344570","1349410"," get into what one of those different choices might be and that might be to"
"1349410","1355570"," use a very popular and very flexible sonification technique called parameter"
"1355570","1361490"," mapping. Parameter mapping is a more flexible as I mentioned form of"
"1361490","1365990"," sonification that has become popular in the recent years and in parameter"
"1365990","1372450"," mapping in essence we map or connect different aspects or dimensions of the"
"1372450","1377570"," data to different parameters of the sound representation such as pitch or"
"1377570","1384490"," volume and rhythm. Like modification we could use parameter mapping to sonify"
"1384490","1389510"," data consisting of say one independent variable that's what I called Y and one"
"1389510","1394190"," dependent variable that's what was time for us here but one of the strengths of"
"1394190","1399850"," parameter mapping is that we can actually map much represent with sound"
"1399850","1407270"," much more complex data than we can with modification because there are many"
"1407270","1412130"," more aspects parameters to the sound that we can use that's pitch and rhythm"
"1412130","1417050"," and volume different instruments and timber I'm not a musician but the list"
"1417050","1420950"," goes on there are a lot of different knobs we can turn in our sound to"
"1420950","1427050"," represent different dimensions different aspects of our data. All right let's"
"1427050","1432010"," clarify the concept of parameter mapping using an example suppose you"
"1432010","1435930"," have measurements of number of sales of something I'm gonna go with ice cream"
"1435930","1439990"," because I like ice cream I can totally go for some right now and net profits from"
"1439990","1446310"," those sales of ice cream over a period of 50 years we choose to map the number"
"1446310","1453630"," of sales to pitch such that more sales are represented by higher pitches and to"
"1453630","1459390"," map net profits to volume such that more profits are represented by a louder"
"1459390","1466630"," note so essentially we let pitch be mapped to sales and volume be"
"1467930","1474210"," mapped to profits from those sales and now we're letting time that independent"
"1474210","1477930"," variable what we'd have along you know the x-axis if this were a visualization"
"1477930","1484830"," for any visualization folks we let time represent be represented by time in the"
"1484830","1489950"," sonification such that each note is a measurement in time so that you know if"
"1489950","1493390"," you're listening later in the sonification you know you're hearing"
"1493390","1498290"," later in time so the first note represents 50 years ago and the last"
"1498290","1504710"," note of the sonification represents the data measured now suppose as we listen"
"1504710","1508550"," to the sonification that we hear a period in which the pitch of notes"
"1508550","1514230"," drops so the pitch goes down we can tell from the mapping decisions that we made"
"1514230","1519310"," that this means the number of ice cream sales in this period has dropped relative"
"1519310","1523830"," to the other measurements perhaps it's wintertime or a recession and people"
"1523830","1528230"," aren't buying as much ice cream now suppose that over the course of the"
"1528230","1533930"," entire data sonification we hear the volume of notes generally increase but"
"1533930","1540170"," the pitch remains relatively constant this means that profits have gone up but"
"1540170","1547570"," the number of sales has gone has remained relatively constant so the cost"
"1547570","1553430"," per ice cream sale the profit per ice cream sale must have gone up that's what"
"1553430","1558710"," I'd call inflation finally suppose that the amount of time between notes"
"1558710","1562690"," decreases towards the end of the sonification this might mean that the"
"1562690","1567990"," data were collected more frequently in later times so that there's less time"
"1567990","1575490"," between each data point note here that there is no one correct way to map our"
"1575490","1580250"," data to different parameters we could just as easily have mapped sales to"
"1580250","1585870"," volume and profits to pitch thus we make choices generally through testing and"
"1585870","1589850"," experimentation to see which representations of our data most"
"1589850","1594490"," effectively and most accurately capture the importance of information and"
"1594490","1599730"," communicate of the information and communicate it preferably in a way"
"1599730","1603850"," that's both understandable comprehensible and aesthetically pleasing"
"1603850","1609930"," this is truly just no different from a data visualization where graphics will go"
"1609930","1614810"," through many iterations of designs to clearly represent the data data"
"1614810","1619950"," representations whether sonic or visual always represent choice so one of the"
"1619950","1623350"," things I hear most often about sonifications is that they're arbitrary"
"1623350","1627810"," is that you know this isn't you know there are so many different ways you"
"1627810","1631030"," could represent the same data how do you ever know anything because that you"
"1631030","1633770"," could just represent the data so many different ways but this is just how"
"1633770","1639250"," representations of data in general go it involves choice it's kind of a fun thing"
"1639250","1646130"," all right let's actually listen to a sonification or to a parameter mapping"
"1646130","1650950"," example now because my background is in astronomy we're going to listen to an"
"1650950","1656470"," astronomy example this is from the NASA and Chandra X-ray Center's universe of"
"1656470","1660210"," sound website and what we're going to do is we're going to listen to the"
"1660210","1669230"," sonification but it also comes with a description which tells us how the"
"1669230","1673690"," break down the parameter mapping so what aspect of the data was mapped to"
"1673690","1679250"," which a parameter of the sound and then we'll listen to the sonification all"
"1682100","1690780"," right it's so we're going to listen to a sonification of the galactic center or"
"1690780","1694140"," of data from the galactic center this was taken from the Chandra X-ray"
"1694140","1701640"," telescope I believe explore the center of our very own Milky Way galaxy the"
"1701640","1706340"," translation begins on the left side of the image and moves to the right with"
"1706340","1711020"," the sounds representing the position and brightness of the sources all right"
"1711020","1715680"," we've already got our first parameter mapping the translation begins on the"
"1715680","1719180"," left side of the image and moves to the right they don't say this directly but"
"1719180","1724780"," what this means is that time within the sonification is mapped to how far we are"
"1724780","1729180"," moving from left to right in the image so you know if you hear in something"
"1729180","1733420"," earlier in the sonification it's closer to the left you hear something right at"
"1733420","1737380"," the end of the sonification later in time you know it's representing"
"1737380","1743500"," something on the right of the image the light of objects located towards the top"
"1743500","1747420"," of the image are heard as higher pitches while the intensity of the light"
"1747420","1753580"," controls the volume all right that's two more parameter mappings there so pitch"
"1753580","1758960"," is controlled by how far we are up and down the image with higher pitches"
"1758960","1764720"," representing objects higher up in the image so closer to the top where lower"
"1764720","1772550"," notes are going to represent objects lower down in the image we also have a"
"1772550","1775790"," second parameter mapping in the sentence the intensity of the light"
"1775790","1780290"," controls the volume what this means is that brighter objects are going to be"
"1780290","1785430"," represented by louder noises and dimmer objects in the image are going to be"
"1785430","1793040"," represented by softer noises stars and compact sources are converted to"
"1793040","1798300"," individual notes while extended clouds of gas and dust produce an evolving"
"1798300","1803480"," drone what does this mean well smaller objects are going to be little notes"
"1803480","1808580"," larger objects longer sounds so the size of the object has to do with the duration"
"1808580","1814620"," of the note the crescendo happens when we reach the bright region to the lower"
"1814620","1820160"," right of the image this is where the 4 million solar mass supermassive black"
"1820160","1825780"," hole at the center of our galaxy known as Sagittarius a star resides and where"
"1825780","1832240"," the clouds of gas and dust are the brightest all right I'm gonna hit play"
"1833400","1834000"," hopefully"
"1901680","1906500"," right I love that sonification that's one of my favorites the universe of"
"1906500","1910360"," sound project has lots of sonification so I definitely recommend checking it"
"1910360","1915220"," out you can get a super long crash course into parameter mapping I think"
"1915220","1919080"," they're lovely really lovely to listen to I'm biased because I like space but"
"1919080","1923260"," there you have it I don't know about you but I think for me the easiest thing to"
"1923260","1926700"," pick out is that note duration thing I could definitely hear those little chimes"
"1926700","1931180"," that are representing stars and then the longer notes especially towards the end"
"1931180","1935720"," where they told us that supermassive black hole is I can hear that sort of"
"1936340","1941440"," longer stretch of notes really lovely I recommend if you want to go and listen"
"1941440","1944740"," to that maybe several more times see if you can hear those individual"
"1944740","1949080"," parameter mappings the pitch representing how high we are along the"
"1949080","1954440"," image up or down the volume representing how bright something is I"
"1954440","1957640"," definitely recommend that I think it also probably would be easier to hear"
"1957640","1962200"," over your own computer again rather than through this recording I'm hoping"
"1962200","1966540"," fingers crossed that the sound records much better here than it did for"
"1966540","1970480"," everyone else sorry if you hear some background noise my guide dog is"
"1970480","1975440"," standing up and shaking but I'm hoping it records much better than it did"
"1975440","1981600"," during the original zoom all right so that is modification and parameter"
"1981600","1985860"," mapping the two I would say most common sonification techniques you will"
"1985860","1990660"," encounter that's also a really quick crash course into what sonification is"
"1990660","1996560"," just keep in mind again sonification is a sound representation of the data now if"
"1996560","2001340"," you're sitting here and thinking Sarah it's super pretty I think it's cool but"
"2001340","2008120"," how in the world do you ever learn to interpret that very understandable and"
"2008120","2012080"," especially it's understandable given that we think of data visualizations"
"2012080","2017340"," graphs and charts and line graphs and so on and so forth as intuitive and easy"
"2017340","2022820"," to interpret but that is not at all true children in schools spend years learning"
"2022820","2027520"," to read graphs in the US where I'm from there's a standardized test for college"
"2027520","2032140"," like to get into university called on the ACT and a whole section of the thing is"
"2032140","2037280"," basically reading graphs and kids study for months for that so clearly we need"
"2037280","2042120"," to learn to read and interpret data visualizations and there are studies"
"2042120","2047980"," suggesting the same should be expected to be true of data sonifications that we"
"2047980","2052480"," should expect to need to learn how to understand and interpret them this kind"
"2052480","2056520"," of makes sense no one's born learning to read a data visualization no one's"
"2056520","2060179"," born learning to understand like already knowing how to understand a data"
"2060179","2066719"," sonification so our goal for the rest of this tutorial recording is going to be to"
"2066719","2073300"," get some basic shapes in Python and then to sonify those different shapes with"
"2073300","2080139"," that astronify package that we just installed in such a way that we can"
"2080139","2084920"," sonify those different shapes and understand how they sound so you can"
"2084920","2089219"," hear this is how a straight line sounds different from a curve which sounds"
"2089219","2093020"," different from something that's moving in sort of a wave like shape the goal"
"2093020","2097320"," here is to develop some intuition for you so things sort of make sense a"
"2097320","2100520"," little bit more on a natural level so that next week when we get into"
"2100520","2104840"," sonifying some more realistic data something that's not just shapes and"
"2104840","2108880"," lines you'll have this intuition or at least the beginning of an intuition"
"2108880","2113780"," already built so that's the goal for the rest of today so now we're going to"
"2113780","2119180"," return to Anaconda prompt or maybe you're already sitting there and I'm"
"2119180","2125520"," going to turn NVDA back on ""speech mode beeps speech mode talk"" and now we can"
"2125520","2134120"," start IPython. So just as we have before I'm going to start IPython by"
"2134120","2144100"," typing I P Y T H O N IPython no spaces and hitting enter. ""Python 3.1 1.5"
"2144100","2150040"," packaged by Anaconda Incorporated Main September.""Alright I'm not gonna let it"
"2150040","2153060"," play that whole thing through because I think you've heard it before but"
"2153060","2155900"," essentially you'll know you're an IPython because it'll tell you your"
"2155900","2161560"," Python version and eventually you'll get to it if you let it finish it'll tell"
"2161560","2168440"," you we're in in one we're in the first input line. Now we're going to start by"
"2168440","2173680"," making some of what I'm going to now refer to as synthetic or simulated data"
"2173680","2178080"," what this basically means is not like real data from like observations or"
"2178080","2182780"," measurements this is basically like fake data we've made to follow various shapes"
"2182780","2187560"," or if you're math savvy and remember like your high school algebra classes"
"2187560","2192300"," we're actually going to just be making some simple algebraic equations here"
"2192300","2197800"," we're not actually going to go through making all of them we're going to go"
"2197800","2201360"," through making several of them so you get the idea of like how this math is"
"2201360","2206160"," going to work and then there's a CSV file that has everything already made"
"2206160","2211420"," that you can load in from the URL I encourage you to go to the curriculum"
"2211420","2216800"," it's under data preparation under the final subheading called just in case"
"2216800","2223620"," quote onquote basically it gives you the CSV file in the URL and just gives you"
"2223620","2230440"," the code to paste it in yes so I encourage you to do that but if you're"
"2230440","2235680"," interested for how exactly all of that synthetic so again all of that not real"
"2235680","2240900"," measured data was made in the CSV file the curriculum goes into painstaking"
"2240900","2245200"," detail about how every column was made and exactly the equations that's going"
"2245200","2249420"," into it so we'll kind of do a brief intro to that just so you have a rough"
"2249420","2254160"," idea of how this CSV was made but if you want all the nitty-gritty details the"
"2254160","2260440"," curriculum has everything all right so those of you who remember algebra"
"2260440","2265460"," classes will remember that like functions equations have two different"
"2265460","2272660"," variables what I've called independent or X and dependent Y so Y is a function of"
"2272660","2279320"," X. Y is going to change when X changes so what I want to do first is I want to"
"2279320","2285940"," make an array of numbers that's going to be our X values so imagine these all of"
"2285940","2292740"," these values so I want for in our case I want 100 values evenly spaced from 0 to"
"2292740","2301740"," 10 so that at each value of X going from 0 to 0.1 0.2 0.3"
"2301740","2307340"," whatever the the even spacing will be will have Y change a different value of"
"2307340","2311820"," Y at each of those values and that Y will change differently depending on what"
"2311820","2317200"," function we do now as was evidenced by the fact that I had to already sit and"
"2317200","2325600"," think about like the first three numbers in those numbers ranging from 0 to 10 I"
"2326920","2333020"," really don't actually want to sit here and write out a list or an array of a"
"2333020","2337440"," hundred numbers evenly spaced from 0 to 10 I hope you don't want to do that"
"2337440","2342000"," either I think we can all agree that that sounds really quite painful so the"
"2342000","2346860"," good news is NumPy has a built-in function that will do this for us so"
"2346860","2350760"," let's get started I'm going to start by importing our favorite packages here so"
"2350760","2362300"," I'm going to do import NumPy import space NumPy and"
"2362300","2369060"," ""N-U-M-P-Y as NP"" it's suggesting the way I always type NumPy but we're not"
"2369060","2373060"," going to do that at the moment into all right and you can hear I hit enter and"
"2373060","2377020"," now it's saying you're on the second line I'm gonna do import pandas ""import"
"2377020","2382260"," NumPy"" it wants to repeat import NumPy we're not going to do that but we're not"
"2382260","2386000"," gonna need pandas at the moment but we will need it very shortly so let's just"
"2386000","2397080"," get it in here ""I-M-P-O-R-T space P-A-N-D-A-S"" import pandas in three whoo good news all"
