"start","end","text"
"233360","243960"," background a little bit after the last one. I have retinitis pigmentosa, so it's a progressive"
"243960","252220"," eye condition. Over the last 15, 20 years, I've lost vision progressively, started outside it,"
"252700","259420"," and now I have about 2% vision remaining. Some useful vision, I think, would be the word for"
"259420","264800"," that. I used to be very low vision, very focused on magnification, high contrast,"
"265040","269400"," and all of those assistive technologies. I still occasionally use those in some circumstances,"
"269400","276380"," but now I'm more of a daily screen reader user. I also use Linux day to day. Sometimes,"
"276480","279620"," if you see me flailing around a little bit on Windows, then that gives some explanation."
"281080","288620"," I come out of the digital humanities, which is a field in the humanities where we use computers"
"288620","292300"," to answer traditional humanities questions, so things like natural language processing,"
"292980","299000"," if you want to use a more programmer term, to analyze large data sets. I also build websites"
"299000","305520"," and do other fun things like that. I started learning Python about 10 years ago, maybe a"
"305520","314260"," little more now, which makes me feel like time is really flying. I really felt when I learned Python"
"314260","321780"," that it really changed my perspective on using computers and empowering me to do things that I"
"321780","327020"," couldn't do before. I really also found that I enjoyed teaching programming to other people"
"327020","331460"," because I like to share that feeling of empowerment, for lack of a better word,"
"331560","336660"," to give you new capabilities. I really enjoy that part of my job."
"339500","347620"," I also want to thank NumFocus and the Pandas project. We'll talk about Pandas in a minute,"
"347720","355060"," for funding these workshops. A special thanks to Patrick Hoffler, who is a Pandas core developer,"
"355900","363240"," who really stood up and allowed us to submit this grant. Thank you, Patrick. "
"363240","368140"," All right. Let's just say really quickly, and we'll move on from this very briefly,"
"368240","370780"," because I don't think this is a very... In a way, it's not that useful a question,"
"370960","375040"," but we're moving now into the data science part of this workshop series. The question is,"
"375400","382060"," what is data science? What are we doing when we do data science? What are we talking about when"
"382060","387900"," we talk about data science? Somewhere, a little hazy, but somewhere in the 2000s,"
"388720","395500"," all the statisticians started calling themselves data scientists, and actually got probably a big"
"395500","402560"," pay bump in the process. Basically, that comes around a time when specialized programming tools"
"402560","410200"," emerged for working with data. It could be large, could be small, but often large data,"
"410620","417320"," and applying statistical methods, programming, other analytical methods to data."
"418000","423400"," Data science hasn't really been around that long. You can say it's a discipline where people apply"
"423400","429540"," programming, statistics, math, and other techniques to gain insights from data, I guess,"
"429600","435640"," would be the fancier definition from it. I will add one thing to that, which is that I think that"
"435640","440200"," there's a really important part of data science that is sometimes overlooked, which is that"
"440960","446680"," of a data scientist, it really gets a lot out of the context and understanding where data comes from,"
"446680","456180"," what happened to it along the way, and also making connections between things you know about"
"456180","461740"," the world, things about history, about business, about how people interact, different kinds of"
"461740","470560"," domains, applying that to an understanding of data. I come from the humanities, so I do think"
"470560","474620"," that the data has a little bit of a humanistic element that sometimes we don't talk that much"
"474620","481460"," about, but it's actually one of the key elements of being a good data scientist is that qualitative"
"481460","485480"," element as well as a quantitative element. Data scientists do very different things on a daily"
"485480","489100"," basis. Some data scientists are more like engineers, and they create what are called"
"489100","498680"," data pipelines, but basically flows from some kind of business process or other process that"
"498680","508040"," generates data into a format form and an application where you can analyze it. That's"
"508040","514340"," one thing you could be doing. Some data scientists are really communicators, and others are very"
"514340","520059"," mathematical. You might just work with models, which is basically a fancy way of saying"
"523039","531760"," simplifications of the world that allow you to answer questions about data and transform data"
"531760","536840"," into a more simplified form. There's lots of different types of jobs you can have as a data"
"536840","542460"," scientist and a lot of different ways, things you can call yourself within data science as well. "
"543500","549580"," Now, what are we going to be doing today? Today, we're going to be continuing to use"
"549580","556680"," Python, which we were introduced to last week. We'll continue to learn IPython, which is a"
"557500","564160"," specific way of interacting with Python through the command line. It's a fancy Python interpreter,"
"564440","568740"," basically a program that allows you to have a conversation with Python. It's a fancy version"
"568740","576540"," of that. We're doing all of that in our Anaconda distribution. Anaconda is the way that IPython"
"576540","582740"," comes to us by installing this Anaconda distribution, which is Python with a bunch of extra"
"582740","587820"," stuff included. I know that's a lot of names that all have Python and stuff in them, but"
"588980","593060"," we're going to continue to use all that tools, but we're going to be adding something, and that is"
"593060","599900"," the Pandas library. We learned last week that a library is basically a big pile of code that you"
"599900","606940"," can pull into your code, and the Python-specific term, the technical term for a library is a"
"606940","614620"," module, and we will be using the Pandas library, Pandas module. People always ask what Pandas"
"614620","619260"," stands for. It's more of a historical name. It's a cool name. It's a cute name. We all like pandas."
"619300","628320"," We all like bears. Maybe some of us don't, but I do. But the name basically is short for panel"
"628320","640300"," data, or panel datas, I guess, and panel data is a type of data related to a series of data"
"640300","647020"," snapshots in time, so another kind of connected to something that we call time series data. For"
"647020","651660"," example, stock market data is often time series data, and that's what Pandas was originally"
"651660","660220"," designed for, was specifically for time series, so data that is mapped over time, but it's now"
"660220","664220"," used for a much wider variety of things, so that's why I say it's a bit of a historical name."
"664820","669420"," It doesn't mean quite as much, and we work with a lot of things that aren't panel data in Pandas. "
"670800","677900"," Cool. So, let's kind of just jump in, and the first thing we're going to do is, you know,"
"677900","683640"," the end of the last workshop, we learned about importing libraries. We imported the random"
"683640","688920"," library, and we got a little work done with the random library, which allowed us to, you can do"
"688920","697760"," things like generate random numbers, pull random items out of a list. However, we now are going to"
"697760","702060"," import a new library, which is our Pandas library, so I'm going to start with sharing my screen,"
"704240","710600"," and it occurs to me, Sarah, if you wanted to, you know, back us up by recording locally,"
"711160","714600"," you know, if you want to ask for permission for that, that would be fine, too. We should be"
"714600","719560"," recording. Oh, yeah, so I'm trying to record through QuickTime player, because I'm worried"
"719560","725260"," that, yeah, that two Zoom recordings are going to clash with each other in the middle,"
"725760","728580"," so hopefully... No, no, it's not. If you're doing it one way, don't do it another way,"
"728780","732740"," then thank you. Yeah, yeah, yeah, so we'll hope for the best. Yeah, yeah, I think we're going to"
"732740","740640"," be good. All right, so let's go ahead and share that screen. I'm going to make sure I"
"742600","755330"," share the sound, which is the most important thing. Share sound and share. "
"756730","758070"," Screen. ""You have started screen share."""
"758130","761850"," Okay, that's my notes, and we are going to start by opening..."
"761850","763650"," ""Start window.Participants can now""..."
"767130","773330"," The... We're going to start by opening the Anaconda prompt, so that is the command line"
"773330","777070"," application that comes with Anaconda, and it has a few little extra things added to it,"
"777110","782350"," such as IPython, so let's start typing ""Anaconda. Anaconda prompt left""..."
"783590","787890"," It came up right away for me, but you may need to type a little more, so you want to type Anaconda"
"787890","795950"," space P, and then hit enter when that pops up. Remember, you don't want Anaconda Navigator. "
"796270","799810"," Okay, you want Anaconda prompt. All right. Now, once you're in the Anaconda prompt,"
"799910","806330"," and I will expand it, and I will also get rid of... I think I found a way to get rid of that"
"806330","815870"," little thing, so you can just have the whole screen be our command line environment, and also,"
"815870","823450"," you can hear in the background, I already have NVDA running with a little bit of a nicer voice,"
"823530","828990"," just like I switched to last week, okay? So, let's do... Start by... We're typing IPython. "
"829130","832330"," It's all lowercase to get into our IPython environment, just like we did last week."
"836030","844070"," IPython, I, and then the Python, like the large snake. ""Python 3.8.8 left..."""
"844550","850690"," Talking, but we hear the version is the first thing that we get when we start running this"
"850690","855550"," IPython process, and I am also... This is too much for me, so I'm going to first start by"
"855550","863630"," clearing the screen, which is to hold down the control and press L. Oh, and someone was asking"
"863630","868570"," that they don't hear anything when the screen clears, but I guess now that I'm thinking about"
"868570","875510"," it, I don't hear anything either. What I do hear is the prompt. So, that is the in, and then a"
"875510","880150"," number. So, we talked about that last week, but basically, that tells you, hey, we're ready to"
"880150","885210"," type. So, I probably won't do so much reviewing of that kind of work, but remember that the first"
"885210","891870"," workshop has a lot of detail on reviewing... We're typing stuff in, reviewing output,"
"892590","899270"," and parsing the data by listening. So, when we get output, then we want to make sure that we're"
"899270","904190"," listening for the right things. So, let's first start by importing Pandas. "
"905190","912830"," ""I-M-P-O-R-T, space. P-A-N-D-A-S, space."" And I don't seem to have word review on,"
"912890","915770"," so I'm going to try to turn that on. Speak typed words on. There we go."
"916370","926430"," ""I-M-P-O-R-T, import.""P-A-N-D-A-S, Pandas."" Okay, import Pandas. I did the space, just hear it."
"927850","931550"," Import Pandas. So, now we have Pandas imported. If you type Pandas by itself,"
"931730","938070"," you will get back, it'll just say this is a module, a module object.""P-A-N-D-A-S,"
"938250","942230"," out left bracket to right bracket, colon, less module Pandas from C colon backslash."""
"942230","947750"," Less module Pandas, that means the less than sign, and then it gives us some information on"
"947750","952190"," the object. So, when you get information on objects, they tend to be wrapped in a less"
"952190","956850"," than and a greater than sign. So, now we're going to be using this Pandas module pretty"
"956850","965270"," extensively today. So, let's get started by talking first about thinking about one-dimensional"
"965270","970650"," data and two-dimensional data, and then I'll show you how to create one and two-dimensional data"
"970650","978610"," in Pandas, okay? So, what is one-dimensional, what are dimensions in data? What is one-dimensional"
"978610","983670"," data, two-dimensional data, what other kinds of dimensional data, and then also zero-dimensional"
"983670","987650"," data, okay? It sounds fancy, but it's not really as complicated as it sounds. So,"
"988450","994710"," imagine you have a list, and I want to use as my example here something that is consistent. "
"996290","1005250"," So, let me make sure that the list is the same as it is in our code. So, I think ..."
"1005710","1011050"," Yeah, let's use 10, 5, and 8 since that's what we use in the code, okay? So,"
"1011130","1016370"," imagine you have a list that has three items, 10, the number 10, 5, the number 5, and 8,"
"1016430","1024450"," the number 8, okay? And you can sort of, in your mind, imagine this, okay? And I'm not going to"
"1024450","1029670"," use the word visualize here, right, because it's not visual, it's spatial. So, all the data stuff"
"1029670","1034410"," we're going to be doing today is not visual, except incidentally, because we're using this"
"1034410","1039190"," program that was designed by, you know, people who do things visually. It's spatial, okay? So,"
"1039290","1042530"," there's, you know, whether or not you're doing this visually, you have left, right, up, down,"
"1042630","1049050"," forward, and back, okay? Different dimensions, okay? So, in your mind, I'd like you to imagine"
"1049590","1055210"," that we have a line. So, we have a left item, a middle item, and a right item. And I don't know"
"1055210","1058610"," however it works in your mind. My mind works different from your mind, but imagine that,"
"1058670","1062430"," okay? You can use your hands or whatever if you want to. You've got your hand, your head,"
"1062470","1066870"," and your other hand. And imagine, now I've already forgotten the numbers, but they are"
"1067310","1073610"," 10, 5, and 8, okay? So, we have 10 on the left, 5 in the middle, and 8 on the right. "
"1074330","1080910"," Now, that basically is, you could draw a line, okay? And place each of those items on the line."
"1081890","1088330"," And that basically is one-dimensional data, okay? So, and the characteristic, the way you know it's"
"1088330","1094130"," one-dimensional data is that we can describe where something is in that line with a single number,"
"1094450","1098910"," okay? So, we could say, remember, we always start at counting and programming from zero."
"1099490","1105570"," Zero is the item on the left. One is the item in the middle, 10, 5, and 8. 10 is the item on"
"1105570","1109730"," the left. 5 is the item in the middle. 8 is the item on the right, okay? So, we think of that as"
"1109730","1112970"," like an address. We're going to use a fancier word in a minute, but you can think about,"
"1113210","1119770"," it's kind of the location or the address of the object, okay? And what we use in programming is,"
"1121170","1126070"," in this Panda specifically, we'll use this word index to describe the location of an object in"
"1126070","1133150"," a data set, okay? But in a one-dimensional data set, you can describe where something is just with"
"1133150","1137030"," one number, okay? It can be a big number, small number, whatever, but it's just one number,"
"1137490","1146310"," okay? So, let's create a, well, let's, I'll hold, I'll quickly just describe what two-dimensional"
"1146310","1151890"," data is. And then we'll, we're going to go back and work with one-dimensional data."
"1151890","1159350"," But two-dimensional data requires that you have two numbers describing where an item is in the"
"1159350","1166490"," data set. So, if we had a list, so, imagine we have two lists, and I won't do, I won't create"
"1166490","1169750"," this in Python because we're going to be working with this in a minute anyway. We'll talk about it"
"1169750","1176650"," again. But imagine in your mind now, you have a list, okay? Or a line like we did before. "
"1177230","1182870"," Now, imagine that instead of 10, 5, and 8, we now had each of those items be another list,"
"1182950","1188130"," each with three items, okay? So, we could, it doesn't matter what the items are, but imagine"
"1188130","1195690"," that it's three months. So, June, July, August is one of the items. Then we have numbers 10, 5,"
"1195730","1200550"," and 8. And then we have, say, another set of numbers, smaller numbers, 1, 2, and 1, okay?"
"1200930","1205530"," And we'll, we're going to create a data set like that in a minute. But we're, let's not talk about"
"1205530","1210030"," what those represent in a minute. We're, it's going to be a simple budget, basically. But now,"
"1210210","1215950"," we have data existing in two dimensions, okay? So, we have, you can imagine a line going from"
"1215950","1221710"," left to right. And now you can also imagine in that line, things are going up and down, okay?"
"1222050","1226030"," So, the first address tells you where it is in the left and the right. And that is, so,"
"1226130","1230670"," we could say zero, that's the first list. And then we give another number. We could say,"
"1230670","1236170"," then we have that first list is June, July, August. That zero item list is June, July,"
"1236230","1243610"," August. Then we could say one, that would be July, okay? So, we can now describe in this list of"
"1243610","1250810"," lists that we've created where, where items are. But now we need two numbers, okay? And that's what"
"1250810","1257650"," we call two-dimensional data. If you can describe where an item is in a data set with two numbers,"
"1257650","1261950"," it's two-dimensional data. And then there's also zeroth-dimensional data. It's not very"
"1261950","1268630"," useful to talk about. But any item that isn't a list or a sequence of items is one, is zero-dimensional"
"1268630","1277090"," data, okay? So, for example, if I create a string, like we did last week, quote, ""H-E-L-L-O,"""
"1277310","1286450"," hello. So, I created a string called hello, okay? Or with the text hello in it. And that"
"1286450","1290110"," is zero-dimensional data, because there's no dimensions to it. It's just a point in space,"
"1290170","1296070"," okay? It doesn't even mean anything to describe its location. Or you could pick an arbitrary"
"1296070","1300830"," number to describe its location, because it's not, it doesn't exist in space, okay? It doesn't"
"1300830","1306030"," have a spatial dimension, okay? And then the other, there's other kinds of dimensions that"
"1306030","1311590"," are a little more abstract. But basically, imagine, you know, we took our line and we"
"1311590","1318170"," added lists to it, right? Now, imagine if we took every item in those secondary lists,"
"1318330","1324210"," in the list of months and the two lists of numbers. So, imagine that we took those items,"
"1324210","1329110"," and then we replaced those with lists. And now we would have three-dimensional data, okay?"
"1329510","1337010"," And you could then, if you wanted to imagine it in your mind, you would maybe use forward"
"1337010","1340490"," and back. That's another dimension. Because in our physical world, we have three dimensions."
"1341370","1346130"," Then you could add more dimensions, because you could keep replacing items with lists. So,"
"1346190","1350370"," you can actually have an arbitrary number of dimensions, but after a point, it's not easy"
"1350370","1355250"," to map it onto our physical world. So, it becomes harder to imagine it in that three-dimensional"
"1355250","1361410"," space. But it is possible to have those, and they're actually very useful. And if you hear"
"1361410","1366850"," a lot about machine learning these days, and this is a gross oversimplification, but basically what"
"1366850","1371790"," all those models are, they're basically lists of lists of lists of lists. They're very complex."
"1371930","1378230"," If you look at a neural network, it's basically these complicated lists of lists of lists of"
"1378230","1382090"," lists, okay? That's a gross oversimplification, but it's functionally what they are, okay? So,"
"1382130","1386410"," they actually are very useful. We're not going to get into those n numbers. We're going to use"
"1386410","1390430"," one and two-dimensional data in this workshop series. So, let's get into it. I'm going to"
"1390430","1395010"," show you how to work first with one-dimensional data and then we'll move on to two-dimensional"
"1395010","1400410"," data where things get really fancy. But you'll notice we switch. We're not going to do"
"1400410","1405050"," one-dimensional data and move on. Once we learn about one-dimensional data, we're going to constantly"
"1405050","1410750"," be coming back to this information because we're constantly going to be taking our two-dimensional"
"1410750","1417270"," data and making it one-dimensional, okay? And pulling out a one-dimensional element from the"
"1417270","1423470"," two-dimensional data set, okay? So, that's how we work in PEMD. So, let's go ahead and create this"
"1424230","1427990"," list, which is going to be a budget list. And I want to use the same numbers. "
"1427990","1434410"," In left bracket, I search. Budget equals left bracket 10, 10, 5, 15, 15 right bracket."
"1435530","1440330"," Budget equals left bracket 10, 10, 5, 15, 15 right bracket. Okay. I just want to make"
"1440330","1447130"," sure things line up with the curriculum. Yeah. I just remember that last time you"
"1447130","1453270"," made it a friendlier voice and slowed it down. Oh, I thought this was the friendlier voice."
"1453470","1460350"," No, this is your normal voice.""NVDA menu, preferences, tool submenu,"
"1460450","1467010"," code factory submenu, help submenu H. Configuration profiles dialog. Programming. Recording. "
"1468170","1471590"," Nice line sounding left paren. Editing. Manual right paren."""
"1471670","1473970"," Let's try this and see if you hear a difference."
"1478770","1484970"," I think this is the nice voice. I think this is your normal one,"
"1485210","1488450"," or your preferred one. This is my preferred, so it's actually."
"1490910","1498330"," Okay. I'll slow it down for people. Yeah. That is slower than I do do it, but I guess I'm not."
"1498330","1513550"," Okay. I think it's audio, but I want to prefer a voice."
"1514930","1515430"," Yeah."
"1515590","1522750"," ""Audio output device, colon, combo box, Microsoft sound mapper, colab, audio ducking mode, colon,"
"1523170","1528130"," combo, volume of NVDA, volume of NVDA, okay, button, audio, audio, audio, audio,"
"1528310","1535050"," three of speech, two of 15, speech property page, change, voice, colon, combo, rate, colon,"
"1535430","1543150"," slider 60 alt plus 59, 54, 52, 50.""How's 50, do you think?"
"1544650","1546730"," Did I get to make it even slower? Let's do 48."
"1546730","1547270"," ""48."""
"1559970","1562330"," That sounds pretty slow to me. Is that good?"
"1564770","1569970"," Yeah. When you listen to robots all day, maybe your idea of what is a fast or slow voice gets"
"1569970","1574630"," a little scared. I do know people who listen faster than I do, but I wouldn't even say I'm"
"1574630","1581630"," that much of a speed demon. It is easier to follow along when the voice is a little slower,"
"1581710","1586530"," so thank you for that. Okay. So let's go ahead and create our budget. I think it was"
"1587210","1590410"," Emacs, budget equals left bracket 10, 10, 5, 15, 15 right bracket."
"1590450","1595650"," 10, 10, 5, 15, and 15. Sorry, that voice is going to be a little faster because that's"
"1595650","1600190"," a different program, and that's really just my own notes. So let's go ahead and create budget."
"1603230","1619270"," ""B-U-D-G-E-T, budget equals left bracket 10, 10, 5, 15, 15""."
"1619270","1626370"," I will review this. So it's going to be budget equals space open square bracket,"
"1627100","1639270"," and then write the numbers 10, 10, 5, 15, and 15. Okay. So budget equals"
"1640100","1647570"," in left bracket 5 right bracket. And you remember, you hear the in, and that basically means there's"
"1647570","1651250"," no output. It skipped the output. So when you assign a variable, you don't hear output. "
"1651250","1657630"," And we can get our budget back by typing budget by itself. That's a technique we use all the time."
"1657690","1666590"," ""out left bracket 5 right bracket colon left bracket 10, 10, 5, 15, 15."""
"1666810","1676170"," 10, 10, 5, 15, and 15. Okay. So that's our budget. Now, remember in regular Python,"
"1676170","1682330"," we can do things like use what's called slicing to pull out specific items. So basically,"
"1682470","1685290"," the syntax is this, and we're going to do similar things in this workshop."
"1686070","1694090"," Type the budget variable. ""B-U-D-G-E-T, budget."" And we can type open square bracket"
"1694090","1699210"," and then give it a number.""out left bracket 6 right bracket colon 10."""
"1699350","1704290"," 10. So 10 is our output. We asked for the first item. It was budget, open square bracket,"
"1704290","1709230"," 0, close square bracket. So Python gives some functionality with lists. "
"1709690","1713910"," And these are one-dimensional data types. Okay. Lists are one-dimensional data types. "
"1714430","1721870"," But what we're going to do is we're going to create a new data type, which is a it's going"
"1721870","1727970"," to be called a series. Okay. So the series is basically you can think of it as a really fancy"
"1727970","1734030"," list. Okay. That lets us do all sorts of things. So let's go ahead and load in our budget data"
"1734030","1741570"," type or our budget series. Okay. Now, I am going to use a very short variable name here,"
"1741950","1745050"," and I'll give an explanation. So far, I've tried to use very descriptive variable names. "
"1745290","1750830"," You don't see me doing X equals this, Y equals this, only very rarely. And I recommend keeping"
"1750830","1754030"," to that. But I'm going to use a short variable name here, and then I'm going to kind of tell"
"1754030","1762070"," you why I chose that. Okay. So I'm going to say S, like the letter S. S equals space."
"1762070","1770750"," And then we want to use pandas. Now, then do a dot."
"1775850","1782010"," Got a reaction there. And there's our dot. So now, so far, we have S space equals space"
"1782010","1789090"," pandas dot. And now, let's you type capital S series, and I'll explain that part too."
"1792190","1798230"," And you heard that little blink, you know, that little beep. That's how I have it set to get the"
"1798230","1802350"," capital letters. So when you hear that little beep, you're hearing capitals. Then open parenthesis,"
"1802990","1811050"," and then give our budget variable inside the parenthesis.So B, U, D. And I'm going to let"
"1813490","1816470"," IPython complete it for us by pressing tab. Remember, that's something we learned in the"
"1816470","1824310"," first one. So I type B, U, D. Yes. So it added B, U, D. It added G, E, T for me."
"1825350","1832450"," And then I'm closing the parenthesis. So what I have here is S space equals space pandas,"
"1832450","1844270"," the library, dot, capital S, series, S, E, R, I, E, S. Okay. Open parenthesis,"
"1844790","1853050"," and then our variable name, budget, close parenthesis. Okay. It takes a minute. "
"1853830","1863470"," Computers. Okay. So it assigned the variable, so we don't get any output. "
"1864470","1869830"," But we can get an idea of what the series representation is. Remember, the representation"
"1869830","1877030"," is a fancy word for what the output is like. Okay. We call that a representation."
"1877790","1882040"," So when we type a variable by itself, what we're getting back is the representation. So we're"
"1882040","1886160"," going to take a look at this representation of the series in a second. First, let me just explain"
"1886160","1892800"," a few little things. So why did we use a short variable name? This is another unsatisfying"
"1892800","1900600"," data science-y answer. There is a convention, an informal convention in data science and Python"
"1901200","1906620"," that there's certain variable names that are used by conventions. So if you only have one series,"
"1907180","1912860"," people often call it S. Okay. And there's another convention that's similar to that"
"1912860","1916480"," with data frames, which we'll talk about in a minute, but we will cross that bridge when we"
"1916480","1922380"," come to it. There's also a convention to shorten many of the library names. So often you'll see"
"1922380","1929960"," pandas called, if you follow a tutorial, you'll see pandas being called PD. Okay. So there's a"
"1929960","1933940"," way to shorten the library name, but I think it confuses the issue a little bit. So we're just"
"1933940","1938500"," going to use the full pandas name. But if you see PD in a tutorial, they're talking about pandas."
"1938760","1944320"," Okay. These are data science conventions. I didn't make them up. I would also say anytime"
"1944320","1948880"," you have more than one series, go ahead and use a descriptive name, because once you start doing"
"1948880","1955840"," S1, S2, S3, then you're going to kind of get yourself confused. Okay. So, but I want you to"
"1955840","1960540"," know about this convention, so I'm going to use it. All right. So the other thing I want to explain"
"1960540","1966020"," is why is the series in this line up here capitalized? And the short version of that is"
"1966720","1972980"," that it is an object that we're using in Python, and the technical word would be it's a class that"
"1972980","1977000"," we're importing. We're using the series class, which we're not going to get into. But basically"
"1977600","1982220"," it's not a function that we're importing there. It's another kind of object that we're"
"1982220","1988600"," importing from pandas library. You can basically just figure, hey, you know, it's pretty much the"
"1988600","1995560"," function for now. Later you might learn why the class is and what these kinds of objects and"
"1995560","2002140"," stuff are for now. Just think of it as a way to make a series object. It's almost like a little"
"2002140","2006340"," factory. That's the short way of thinking about a class. It's a prototype for making other objects"
"2006340","2013880"," with. Okay. So S equals pandas.series, and we give it our budget, pass the budget in, and now we"
"2013880","2020120"," have our series object. So let's type S by itself. Press enter. S in left bracket, eight right"
"2020120","2034720"," ""bracket, colon, S. Out left bracket, eight right bracket, colon.Zero ten. One ten. Two five.Three"
"2034720","2046380"," fifteen. Four fifteen. dtype colon.In left bracket, nine right bracket."" I kind of like that"
"2046380","2052179"," that was a bit slower, because it can be difficult to parse some of this output sometimes, and when"
"2052179","2056139"," you're hearing it for the first time, it's confusing. But what you heard was zero ten,"
"2056440","2062360"," then a pause for a new line, one ten, pause for a new line, two five, pause for a new line,"
"2063159","2068199"," three fifteen, pause for a new line, four fifteen, pause for a new line. And then the last line"
"2068199","2074280"," said D type. It said it some weird way. It was like D type or something. But it said D type for"
"2074280","2080300"," data type, and then it said int64. So that's telling us the data that we have in the series is"
"2080300","2084659"," basically it's saying it's integers. Okay. And this is the format of a series representation"
"2085219","2093400"," that you have two columns of numbers, one on the left spatially, one on the right spatially."
"2093659","2099720"," The left column, let's talk about the right column first. The right column are the values,"
"2099880","2105780"," and that's the technical term. They're the values that we had in the list. Okay. And value is a"
"2105780","2110940"," word for the actual data. Okay. So when you're distinguishing the actual data from something"
"2110940","2116980"," else, like, for example, a label you're putting on the data or a variable name or something like"
"2116980","2123040"," that, then we say value to mean the actual data. And in this case, the actual data is the stuff"
"2123040","2128760"," that we put in budget. Okay. So on the right column, so the second number in each line,"
"2128840","2136340"," when you're hearing it, you know, line by line, is the value. The left number is the index,"
"2136340","2143980"," and the index is basically it's a label for each row of the data. Okay. By default,"
"2144300","2151100"," the label or the index, label is not the technical term, but it's an accurate way of describing it."
"2151340","2158780"," The index on the left is a number that, an incrementing number from zero up to some other"
"2158780","2164000"," number. Okay. So it's basically just a, it's the same as slicing. When we extract something from"
"2164000","2168200"," the list, it starts at zero, goes to one, two, three, four, and so on until the end of the data set. "
"2168740","2174080"," Okay. That's the default index, but we're actually going to work with that in a minute."
"2176340","2183260"," Okay. Anything else to know about this representation? And, oh, the other thing I"
"2183260","2187960"," wanted to say is that what we call that in programming, when a number just increments"
"2187960","2192340"," like that, or we want to create something like that, we call that a range. Okay. So if I say,"
"2192340","2197180"," oh, it's a range, I just mean it's numbers going up. Okay. And there are fancier ranges where"
"2197180","2201520"," numbers go up by two or something like that, but mostly they go up by one. Okay. So, and we'll,"
"2201680","2208500"," we'll return to that later. Okay. So it's a range, the index is a range from zero to four,"
"2208580","2214400"," and the other, the right column is our actual values. Okay. So now we actually get into some"
"2214400","2219220"," pretty cool stuff here. This is actually pretty neat stuff. So I've kind of explained a lot of,"
"2219220","2226680"," you know, procedural stuff, but now let's do some cool stuff. So let's start by doing S,"
"2226800","2233020"," and we're going to use a method on the, this series object that we have. So S dot. "
"2234920","2243040"," It takes a while for it to say dot. S dot. And let's use the mean method, M-E-A-N."
"2244780","2247100"," ""M-E-A-N."" Open parenthesis, close parenthesis."
"2248880","2250640"," Mean. Right parenthesis."
"2250640","2255300"," Skip saying the left parenthesis there, but it's S dot mean, left parenthesis,"
"2255420","2261100"," right parenthesis. We're not putting anything in there. Usually when you don't pass anything"
"2261100","2265860"," into a method like that, it's going to operate on the, the object that the method is contained,"
"2266140","2273580"," contained inside. So if we say S dot mean and run that, then it's going to operate on S probably."
"2273580","2276720"," Not all of us, but mostly, but usually. Okay. So let's run that."
