"start","end","text"
"869760","874980"," font. I'm going to go ahead and pause that. But that is what we're we have open is the properties"
"874980","882480"," for our for our Anaconda prompt application. And essentially, the first of these properties"
"882480","889660"," is the font size. So if you press tab ""font grouping, size combo box."" So what I did was"
"889660","895920"," right there was I pressed tab and then I tabbed backward and then you hear it's a combo box for"
"895920","901740"," size and you can adjust the size up and down. And I just maxed it out. So set at minus like 72 or 76"
"901740","908000"," or something like that. They maxed it out, made it maximally large. And if you go a little back,"
"908180","917060"," so shift tab backward ""tab control tab selected"", then you you have a bunch of tabs and one of the"
"917060","922040"," other tabs is color. So if you move along in the tabs, ""layout tab select colors tab selected"","
"922140","926980"," there's a colors tab. So you can also if you're low vision and colors matter to you, then you can"
"926980","934180"," adjust the colors. And in my case, I made it light because I now invert the whole OS. But you know,"
"934320","937720"," your mileage may vary, you should pick the colors that work best for you. Okay, so we can increase"
"937720","942840"," the font and change the colors. You can also change the font if that is something that matters to you."
"943360","947800"," So I'm going to go ahead and press escape to close this. Okay,"
"947840","953240"," and now we are in you know, we're in the place where we are right after we type Anaconda prompt"
"953240","959660"," and and we are our command line prompt. And essentially what we're in right now is the"
"959660","966020"," it's a version of the Windows command line, also known as sometimes as CMD, where"
"968100","972020"," but it has a few extra things loaded into it. That's what Anaconda prompt is."
"972200","977200"," It's a version of the default Windows command line with some extra stuff loaded in that is useful"
"977200","982160"," for us, especially for like our purposes with data science and learning Python. And right now"
"982160","989060"," we're using the sort of the general CMD command line. So you know, which is it can be useful."
"990240","995400"," But what we actually want is to be talking directly to Python for the next part of this"
"995400","1002380"," workshop series. So let's go ahead and we're going to type the letter I and then the word Python."
"1002940","1013720"," Okay, so letter I and the word Python, just like a big snake. Okay, so I, P, Y, T, H, O, N. So I"
"1013720","1018960"," just have the word IPython.I'm going to press space just so you hear it again."
"1018960","1027319"," I deleted the space. And then I'm going to press enter.""Python 3.8.8 ("
"1027319","1034920"," default, Apr 13th, 2021. 1:5:08:03."" So I'm going to pause that."
"1035099","1041140"," So there's a bunch of text that gets printed out. But what you want to listen for is the Python"
"1041140","1048340"," version number. Okay. And the Python version number will sort of tell you, okay, now we're"
"1048340","1053100"," actually talking to Python. Okay. So it's printed out a whole bunch of stuff. We could resume it"
"1053100","1059160"," and hear the rest, but it's a little long. ""[MSC v.1916 64 bit ("
"1059160","1063960"," AMD 64)"". It's a whole bunch of information about this specific version of"
"1063960","1069640"," Python that we're running. But what we can do now is I'm going to teach you a shortcut that we'll"
"1069640","1075200"," use a bunch of times in this workshop, and that is to clear the screen. Okay. Which can be very"
"1075200","1080380"," useful. So, so let's get rid of this extra information that we had printed out when Python"
"1080380","1088780"," starts.We're going to hold down control and press L as in Lima. So control L ""In [1"
"1088880","1094880"," ]: . And what we heard was in left bracket one, right bracket colon."
"1096820","1102100"," Can we have it say that again? ""Space left bracket one, right bracket colon"""
"1103640","1110860"," in it's in left bracket one, right bracket colon. Okay. And that is basically"
"1112100","1117940"," waiting for us to type some Python in. And let's, what we're going to do is we're going to type a"
"1117940","1123040"," little Python and then something will happen. Okay. So we're going to type, type something in,"
"1123200","1126920"," and then something will happen. The obvious thing will happen, but then something else will happen."
"1127340","1130940"," So I will explain both of these to you, but let's actually just go ahead and do it."
"1130940","1135580"," So what we're going to do is we're going to do a little math. Okay. So what I want you to do is type"
"1135580","1139420"," along with me and then I'll do some explaining. And throughout this workshop series, we'll kind"
"1139420","1144560"," of have that pattern a little bit where I will ask you to do something, go ahead and do it,"
"1144620","1149860"," and then I'll do a little explaining. And just because I feel that it's easier to,"
"1151620","1155760"," to, to understand the explanation or for the explanation to make sense after you've sort of"
"1155760","1162240"," done it and, and, and heard the output or, or experienced the output. So let's go ahead and"
"1162240","1176660"," type in five, the number five, a space, a plus, a space, and another, a six. So it's a five"
"1176660","1190220"," plus space six.So we, we heard, what we heard was ""out left bracket one right bracket colon 11""."
"1190540","1196080"," So our output is 11. We typed five plus six and our output is 11. There's a little extra stuff"
"1196080","1203860"," that appears before we get the output that we want. And I'm going to explain that now. But so,"
"1203860","1209820"," so what happened when we did this? Basically you type something in, in this case it was five plus"
"1209820","1217180"," six, you got an out, some, then something happened. Python did a random, sort of its own little"
"1217180","1224840"," processes of simplifying the, what we gave it. So five plus six got turned into 11. And then"
"1225680","1233200"," it printed out the results to us or returned the result to us. And then we got a prompt to"
"1233200","1237220"," given another line to Python. So basically we're doing, what we're doing is we're having a"
"1237220","1243780"," conversation with the machine where we give it code, something happens, and then we get something"
"1243780","1250280"," back. Okay. And there's a fancy programmer word for this that I'm going to explain to you. And"
"1250280","1253600"," then we're going to use that word from now on when we talk about this process. And that is"
"1253600","1260140"," the fancy word, the fancy term is REPL. So what we're using here is the Python REPL."
"1260800","1265280"," And essentially it's a four stage process and that's exactly what I explained to you. So it's"
"1265280","1269620"," read, that is we type something into the computer, the computer reads it in. "
"1270660","1276800"," Evaluate, that's the process of something happens, Python runs a process or it simplifies what we"
"1276800","1282520"," have. That's the evaluation. Then print, that's the computer returning something back to us. "
"1282960","1288820"," And then loop, that's the process of the prompt happening again or waiting for"
"1290140","1297560"," our input again. Okay. So read, eval, print, loop, that is our four stage process. It's the"
"1297560","1303260"," REPL. Okay. And another way you use the word REPL is, oh, I'm going to open the Python REPL. "
"1303540","1309320"," So when we typed IPython a little while ago, we started the Python REPL. So this process"
"1309320","1318760"," where we talk to Python, that is a REPL. Okay. And now what I want to do is now explore"
"1319320","1324320"," and explain a little bit of the structure of this input and output that we've done. So"
"1324860","1331320"," let's, before we do that, let's type in one more line of math. And then we're going to talk about"
"1331320","1337600"," how we can move around using NVDA and explore our input and output that we did. So let's do,"
"1337980","1346540"," we did five plus six. Let's do another plus. So let's do two space plus space two."
"1346540","1354620"," Two.So I typed two space plus space two.So let's run it. Two plus two."
"1354940","1362780"," Out left bracket two right bracket colon four. So you heard, what you heard was out left bracket"
"1362780","1370940"," two right bracket colon four. So we typed in two plus two and our result is four. But we always"
"1370940","1379920"," hear this OUT before we get our result.Okay. So now what we've run so far is we had five plus six,"
"1380420","1388920"," it did in one, five plus six, and then out one, 11. So five plus six, we got the output was 11. "
"1389260","1395660"," And then we did another input output pair. We did in two, so the second input output pair."
"1396300","1404340"," And then we said two plus two. And then we got out two, four. Okay. So we have two input output"
"1404340","1411880"," pairs so far. And there's a kind of a term for this. And we can use the word cell. So a pairing"
"1411880","1419100"," of input and output, we can use the term cell. So a cell is a combination of an input and an output"
"1419600","1427960"," in this IPython environment. And it's language commonly used in the Jupyter notebook environment."
"1428420","1433340"," So if you have sighted colleagues who use Jupyter notebooks, and you hear them talking about cells,"
"1433540","1437700"," that's essentially what they're talking about. It's one of these pairings of input and output."
"1438140","1446180"," Okay. So what I want to do now is go backward and use the NVDA review functionality to travel"
"1446180","1454880"," backward in what we've done and review the inputs and outputs. So you can hear what the"
"1454880","1460860"," structure is using NVDA. Okay. So I'm going to hold down NVDA and press up. "
"1461780","1466040"," ""Top. In left bracket, one right bracket, colon, five plus six."""
"1466280","1474020"," So we're actually at the very top. So we're hearing in one, colon, five plus six. And"
"1474020","1482360"," now we're going to move down. So we're going to do NVDA button and then down. And we should hear"
"1482360","1486520"," our output from five plus six. ""Out left bracket, one right bracket, colon, 11."""
"1487040","1495620"," Okay. So I'm hitting NVDA down. Okay. And I just want to say I'm using the laptop hotkeys"
"1496340","1501340"," for NVDA, and I will mostly be using the laptop hotkeys throughout this"
"1503540","1509580"," tutorial. However, if you're using the desktop hotkeys in NVDA, which are actually the default,"
"1510140","1518040"," then what you want to do is use the numpad for navigating backward and forward. And I believe,"
"1518860","1524720"," I'll double check this, but I believe the hotkeys for that are holding down the NVDA button"
"1524720","1531560"," and typing either, I think it's seven for moving backward and nine for moving forward by line."
"1532260","1536700"," But essentially what the numpad, the numpad, it's divided into nine keys. "
"1537900","1544100"," And there are three keys for moving, three of the keys are for moving line by line. Three of the"
"1544100","1549320"," keys are moving from word for word. And three of the keys are for moving character by character. "
"1549320","1556880"," And then each of those three is divided into going backward, reading what you're currently on,"
"1557000","1561680"," and moving forward. Okay. And it's actually, it's fairly intuitive when you get using it. "
"1562080","1567060"," If it's not working and you know you're on NVDA desktop mode and you have a numpad,"
"1567960","1571540"," then remember the numpad is the numbers that are sort of on the right, if you have a large"
"1571540","1577340"," keyboard on the right, not the numbers that are on the top of your alphabetical keys,"
"1577340","1582120"," but the numbers that are on the right of your keyboard, then you make sure, I think you have"
"1582120","1586880"," to make sure, sometimes your numpad, your numlock being on and off can matter in that. So you might"
"1586880","1593500"," want to experiment with that. Okay. So if you're using the desktop and you, or you have a numpad,"
"1593860","1600480"," you might want to experiment with your holding on the NVDA button and using the numpad to move"
"1600480","1607080"," around, to review. But I'm using the laptop, so I am, I'm holding on NVDA, pressing up and down"
"1607080","1616580"," to move line by line. Okay. And then let's keep reviewing. So we just heard out, one, and 11."
"1617380","1622480"," And I'm going to move down one more.""Blank"". And I heard blank. So now there's a blank line."
"1622720","1628240"," There's a blank line separating each cell input output pairing has a blank line to separate it."
"1628240","1634620"," So it's in out, and then you have a blank line. Then we have in out and a blank line and so on. "
"1634720","1639400"," Okay. That's the general structure. So let's quickly go through the next cell.""In left bracket"
"1639400","1644780"," to right bracket, colon two plus two."" Okay. I'm navigating by line still, NVDA down.""Out left"
"1644780","1651040"," bracket to right bracket, colon four blank. And there's our blank."" Okay.So there's, there should"
"1651040","1656540"," be a input output blank, input output blank. That's the structure that we're working with here."
"1656540","1663200"," Each cell input output pairs is separated by a blank line. Okay. And now we should be,"
"1663740","1668760"," have one more. In left bracket three, right bracket, colon.And then that should be the end. ""Blank."
"1670240","1675020"," Blank.Bottom."" Yeah. So there's actually some blank lines and then the bottom.But basically"
"1675020","1682160"," the end is here. In left bracket three, right bracket, colon. And it's in left bracket three,"
"1682300","1686040"," right bracket, colon. It's waiting for us. This is the third cell. It's waiting for the"
"1686040","1690360"," input for the third cell. Okay. It's waiting for our third piece of input before it gives us some"
"1690360","1696040"," output. Okay. So that's the structure. Now I recommend, you know, at this point in the workshop,"
"1696240","1703240"," I give a little time for reviewing. You know, so I would say, you know, pause this video,"
"1703600","1708160"," take a few minutes to now practice your reviewing, moving around in this command line environment"
"1708160","1714160"," before things get too complicated. And a few other useful hockey. So you will probably also"
"1714160","1721540"," want to move character by character. So you can kind of really get a sense of what the lines are. "
"1722060","1725880"," So for example, if we go to this output line, ""blank out, left bracket, two, right bracket,"
"1726420","1734300"," four."" That's our output from the second cell. And we can move using the NVDA right.We can move"
"1734300","1752480"," character by character. So that beep was capital O. So it's out, two, and then that four is the"
"1752480","1758460"," output from two plus two. Okay. So you can move character by character. So go ahead and practice"
"1758460","1765020"," reviewing in this so you get a hang of it. And then, you know, pause the video and then come"
"1765020","1770480"," back when you're ready. So let's do, you know, hopefully you're ready. You've practiced your"
"1770480","1777160"," reviewing. Let's go ahead and do a little more math. Okay. So let's do, we only have learned"
"1777620","1783140"," the plus. So let's learn the other four. And then I'll talk a little bit about, you know,"
"1783180","1788140"," we put some spaces in. I want to talk about spacing and so on in Python after that. So let's"
"1788140","1800720"," go ahead and do, let's do ten space, minus, I'm sorry, minus, dash.And that's"
"1800720","1808280"," the same as a hyphen. And then I'm going to do ten minus three.""left bracket,"
"1808380","1814420"," three, right bracket, colon, seven."" So ten minus three is seven. And, you know, remember you're"
"1814420","1821860"," once you type your line of Python, you hit enter and you'll get some output. Okay. So the hyphen or"
"1821860","1830840"," minus is subtraction. Now let's do multiplication. Let's do three times four. So we're going to do"
"1830840","1840900"," three, space. And then we'll do, it's an asterisk or star, which is you have to hold down shift and"
"1840900","1848160"," press eight.So asterisk or star. And then do a space.And let's do four.So"
"1848160","1852860"," three times four. And it's star or asterisk is multiplication. ""Out, left bracket, four, right"
"1852860","1862020"," bracket, colon, 12.""And the answer is 12. That's our output. And then we have our current line in"
"1862020","1868960"," five.So it's waiting for our input. ""Out, left blank. In left bracket, five, right bracket, colon."""
"1869520","1875140"," In five. It's waiting for our input. So now let's finally do division. So let's do, why don't we go"
"1875140","1887920"," ahead and do 24 divided by four.And then let's use forward slash.So it's"
"1887920","1893960"," the slash on the bottom right of your keyboard. Not backslash, forward slash.24"
"1893960","1901180"," divided by four.""Out, left bracket, five, right bracket, colon, 6.0. And our output was 6.0."""
"1901300","1905500"," And I'll explain a little bit about why that output is a little bit different in a minute."
"1907020","1913700"," Okay. So why do we, now we did addition, multiplication, subtraction, and addition. "
"1914340","1919100"," And there's one thing I said a little earlier. I said, oh, when we type in, something will happen."
"1919100","1924120"," So we typed, we've typed a few lines of code and we've, and something has obviously happened. We"
"1924120","1929040"," get some output back. Okay. Some, some, when we run, we run code, some process happens and we"
"1929040","1932660"," get output back. That's the obvious thing that happened. But when you ran your first line of code"
"1932660","1938980"," there, when you ran, when you write six, five plus six, something else happened. Okay. And that is"
"1938980","1946080"," that you became a programmer. Okay. So you can't take it back now. You ran some code, you know,"
"1946080","1951100"," so you, you, I now have the right to call yourself, you don't have to call yourself a"
"1951100","1955140"," programmer, but you have the right to call yourself a programmer. Okay. A programmer is,"
"1955340","1960500"," is someone who writes code, you know, and, and you've written some code. So you're now a"
"1960500","1966180"," programmer. Okay. And you can't take it back.Okay. So I kind of tricked you guys. When you've"
"1966180","1971260"," written code, now you're a programmer. So you, you know, don't let anyone say you're not a programmer."
"1971260","1976760"," Okay. So, you know, we've written our first few lines of code. I want to explain just a couple"
"1976760","1984520"," of things about the ins and outs of that. So one is that we put some spaces in when we wrote,"
"1984520","1993280"," wrote this code. And it, now the question is, are the spaces necessary? And Python is very"
"1993280","1998360"," heavy on spaces and annotation and making new lines and stuff like that. "
"1999860","2005760"," And a lot of it is designed to make things more readable for sighted people. Some of it"
"2005760","2011600"," is necessary for the, even the computer to parse what you've written. And some of it is actually"
"2011600","2019140"," just to make things a little easier to read for sighted and some low vision people. It,"
"2019280","2024740"," it generally will work if you don't put spaces in. So let's try two plus two without spaces."
"2024740","2034740"," I just typed in, sorry, it's a little too fast."
"2034980","2039920"," And I didn't put any spaces in. Out left bracket six right bracket colon four. So we have four. "
"2040200","2044820"," Okay. And it worked just as well. So why do we bother putting the spaces in? The spaces"
"2044820","2051580"," make things more readable. Now you would basically have to decide readable for sighted people. So you"
"2051580","2056739"," basically have to decide if you, how much you care about that. So if you think you'd be working,"
"2057199","2061780"," you know, in a professional capacity with sighted people, if you think you'll be putting your code"
"2061780","2067060"," online and looking for people to contribute to it or maybe you'd be looking for a job or something"
"2067060","2071159"," like that, you want your code to look professional, then I would get in the habit of you putting in"
"2071159","2075800"," those spaces now because it will make your code look more professional. It will, you know, it's"
"2075800","2081020"," the quote unquote correct way to code is to put in those spaces. However, if you feel like you're"
"2081020","2085219"," going to be working on your own project, you're not going to be collaborating or you're going to be"
"2085219","2089679"," collaborating mainly with other blind developers, you may not care as much about putting in spaces."
"2089920","2094900"," So your mileage may totally vary. I do know blind programmers who don't bother with the spaces"
"2094900","2101360"," because they kind of find them, you know, not useful or annoying. If you want the best of"
"2101360","2106380"," both worlds, you can not put the spaces in and you can run programs that are called linters"
"2106380","2112260"," after the fact, which basically will make your code like all fancy and nice, but you don't have"
"2112260","2116000"," to write it that way. It will kind of go through your code and clean everything up and put the"
"2116000","2121760"," spaces in where Python thinks there should be spaces and so on. So that's if you really want"
"2121760","2127700"," the best of both worlds, you can look into linters. One I like is called Black, and that is a"
"2127700","2135020"," linter that will take Python code and tidy it up, make it look kind of fancy or whatever."
"2136320","2142200"," So that spaces, they're more a style thing than something that's actually super necessary, okay?"
"2143740","2156970"," All right, so we have done our little bit of math here. Now let's talk about what are called"
"2156970","2162170"," data types. So these are, we're going to learn five data types in this introductory Python"
"2163510","2170730"," workshop, and these data types will also, a lot of this becomes very useful when we move on in"
"2170730","2177110"," the next session to pandas and to, you know, to the data science context. These are data types"
"2177110","2184290"," that are all going to be quite critical in that data science context. So let's go ahead and learn"
"2184290","2190010"," the five data types, and let's do that thing, like I said before, we're going to run some code,"
"2190370","2193790"," I'm going to tell you what to type, you're going to get some output, and then after we're done,"
"2193890","2203010"," I'll explain it, okay? So I'm going to clear my screen, control L, ""In [7]:"""
"2203230","2209250"," we're all ready to, we're on our seventh cell, we're ready to type some new code in, and what"
"2209250","2215110"," I want you to enter is, follow along after me, and we're going to enter the word type, t-y-p-e,"
"2216050","2223030"," and then open parenthesis or a left parenthesis. Well, I might say those words"
"2223610","2233610"," interchangeably, but I want you to use left paren, type, and then I'm going to"
"2233610","2241850"," have you just enter the number five, and then a right paren. So it's type, left paren, five,"
"2242030","2253910"," right paren, okay? Type, left paren, five, right paren. Int is the output that we got from that."
"2253910","2266290"," So let's do a couple more. So let's do type, left parenthesis, left paren,"
"2266490","2276030"," and then let's, now let's do 5.0, right paren, space, ""out left bracket,"
"2276130","2280890"," eight right bracket, colon, float.""So I put a space on the end there, but it wasn't necessary, so,"
"2280890","2287090"," but what we got back was float. ""Blank, out left bracket, eight right bracket, colon,"
"2287490","2293430"," float."" There we go.""Blank, in left bracket, nine right bracket, colon."" So we got float, which is"
"2293430","2298410"," short for floating point number. We'll explain what that is in a minute, but let's do our other"
"2298410","2308530"," ones. So we did int, five was int, 5.0 was float. Now let's do type, t-y-p-e, left parenthesis,"
"2309170","2320730"," double quotes, hello, double quote, right paren. Okay,"
"2320830","2329310"," so it's type, left parenthesis, double quotes, h-e-l-l-o, hello, double quote, right parenthesis. "
"2329690","2337780"," Okay, and let's hit enter. ""Out left bracket, nine right bracket, colon, s-t-r, in left bracket,"
"2337780","2344940"," ten right bracket, colon."" We got out, our output was s-t-r, short for string.Okay,"
"2345360","2350900"," we're going to do two more, so that's three. We did integer, float, string. We're going to do"
"2350900","2358940"," two more.Let's do type, t-y-p-e, left paren, left parenthesis,"
"2358940","2367780"," and let's do capital T, true, and that beep was me putting in the capital. ""True,"
"2368380","2372880"," right paren."" And there's a right paren, enter.""Out left bracket, ten right bracket, colon,"
"2373280","2379160"," bool, in left bracket."" Boolean or bool was what we got for that. So we did type,"
"2379900","2387060"," left paren, capital T, true, right paren, and that result was boolean. Okay, and then let's"
"2387060","2390740"," do one more, and then I'm going to explain what all of these are. Okay, so let's do last one,"
"2391100","2398460"," type. This is the most complicated one, so I'll go slow.""Type, left parenthesis,"
"2399320","2406080"," and then let's do right square bracket, or sorry, left square bracket, left"
"2406080","2412900"," bracket. Okay, and that is, it's a row down from your number row on your keyboard, number row down,"
"2412900","2419360"," and it's over toward the right. Okay, so from my keyboard, it's the third from the right on the"
