"start","end","text"
"273110","280730"," all of that code yourself, and it runs each line separately, and once that's done, if you want,"
"280810","287130"," you can clear the terminal with control L, and then you should have a nice clear session"
"288930","294670"," with all the variables and so on available to you that you had before, and there's also,"
"294670","299230"," some people were asking about how to store specific variables and so on for next time,"
"299310","302870"," so for example, if you want to store a data frame, and for that, I would take a look at"
"302870","309250"," the %store magic command, so essentially, you could do a %store and the name of a variable,"
"309410","318130"," and it will save it for you to load it in in a future session, and I think it's %storer-r"
"318130","322230"," or something like that will allow you to load variables, so that's something people seem to"
"322230","325430"," have a lot of interest in, and a few people were emailing about it, so I thought I'd cover it. "
"326610","334390"," All right, so I think that's everything administratively, and of course, you know,"
"335330","344390"," I guess I'll maybe spill a little bit now since, you know, I think people are most engaged right"
"344390","350550"," at the beginning, and so I'll just say, you know, I'll also say this at the end, but these workshops,"
"350550","356390"," you know, it's been a real privilege to put together these workshops. We will be creating a"
"356390","360990"," website specifically for the curriculum, so it won't always be on GitHub. Once it kind of stabilizes,"
"361090","365810"," once it's all finished, we'll move it to its own website, and I would ideally like to, you know,"
"365830","370190"," turn it into a larger resource with some of the suggestions and so on that have been provided,"
"370330","374470"," and of course, this is, you know, we have 10 hours with you. We covered a certain amount of"
"374470","378290"," material, but obviously, there's a lot to data science. There's a lot more to possibly cover,"
"380810","386450"," and so, you know, I hope to do more with these materials, but there will be, at the very least,"
"386530","391090"," what we've done so far will be available in a sort of a website resource. When that is available,"
"391250","399950"," I will send out an email about that, and I mean, I would also say if you, you know,"
"400910","405270"," we're all part of the blindness community. We're all part of the VI community. If you are,"
"405730","411830"," you know, in touch with specific blindness organizations, I mean, I'm in touch in"
"411830","418570"," conversation with some people as well, but if you think that, you know, you have contact with"
"418570","422290"," someone in an organization that you've enjoyed these sessions and that you would like to see"
"422290","427010"," more of this kind of work happen, either in terms of creating resources or in terms of, you know,"
"427030","432890"," teaching workshops and so on, then, you know, feel free to reach out to them and say, hey,"
"432890","438770"," this was really good. We would like to see more of it, and then, you know, and hopefully, I would"
"438770","445390"," love to see the major blindness organizations put some more resources specifically behind these kinds"
"445390","452310"," of more, you know, more modern skills that I think are important for the blindness community. "
"453530","458110"," Another, you know, and another thing that we are, I mean, some conversation with some"
"458110","465610"," organizations is, you know, maybe having, like, some small grants or small prizes for"
"466370","470610"," infrastructure development and so on, so that would, you know, I really think that some of"
"470610","474930"," the big organizations should get behind some of this work. If you have contacts in those,"
"475070","480550"," just reach out to me. Drop me a line or put a word in someone's ear, you know, and have them"
"480550","485690"," reach out to me, so I, you know, and I also just want to thank all of you participants. I mean,"
"485690","491470"," you guys really come out in large numbers, you know, and there's a huge number of people who"
"491470","495370"," are following along asynchronously as well and reaching out by email every week and everything"
"495370","500170"," like that, so there's actually kind of a hidden group of blind folks who are really interested"
"500170","504250"," in learning data science that is even larger than we're seeing in these rooms, which is,"
"504430","510070"," and there are pretty big crowds in these rooms, too, so thank you. I just want to thank you all"
"510070","515150"," for coming out, for learning. I know it's challenging, but it's been great to connect"
"515150","520070"," and to see this, you know, hopefully it's a start of something cool, so all right, that's enough"
"520070","529350"," spieling. Sarah, do you want to, I'll introduce Sarah Kane. She is a PhD student in astronomy"
"529350","535790"," and astrophysics at Cambridge and a Marshall fellow, and she's going to be leading our"
"535790","539370"," second workshop right now on sonification, so Sarah, it's enough talking from me."
"540950","547270"," Thanks, Patrick. All right. Hi, everyone. Excited to get started again. I'll share my screen. I have"
"549870","556970"," share my screen. Hello. All righty. Make sure share sound is on, and we are good to go."
"557790","562910"," Before we begin, I just want to mention off my camera, because someone had the suggestion that"
"562910","566530"," that might help with some of the difficulties we had last week, so let's hope for the best. "
"568130","573270"," Apologies if anyone is low vision or sighted here. If you don't appreciate me being, you know,"
"573350","578910"," just a square, sorry, but we're going to give this a try. On the topic of audio difficulties, I know we"
"578910","583990"," had rather extensive audio difficulties last week. I just want to mention that there is a nice fresh"
"583990","589790"," recording. I re-recorded the tutorial from last week, so if you found last week a little difficult"
"589790","594550"," to follow because of some of the audio difficulties, I highly recommend you go check out the new"
"594550","599070"," recording, especially right at the end when we listen to all of those sonified shapes that we"
"599070","604830"," made. I think that's the most informative part of the tutorial, so I highly recommend going to check"
"604830","612290"," that out if you are interested. I'll also mention that we still seem to be having some audio"
"612290","617770"," difficulties where sounds from the terminal do not seem to like to play through Zoom that we can tell,"
"618170","622550"," so I'll just tell you in advance that all the sonifications for this week I have pre-prepared"
"622550","629830"," as audio files, so, you know, when I'll have you guys typing sonification.play or whatever we name"
"629830","635690"," it to get things going, I will click away to an audio file and play the sonification for you from"
"635690","641230"," there, and hopefully we will be on our merry way. All right, now I'm really done spieling."
"642490","649590"," Let's see.I'm going to turn NVDA speech back on. ""Speech mode B. Speech mode talk."" And I just"
"649590","662910"," want to confirm, can you hear that okay? Yes, no? Yes. Yes, we can. Thank you. All right. "
"663350","670730"," Oh, and I don't hear that active speaker alert, so maybe the video off is the answer."
"671530","677590"," All righty. So, as we always do, I'm going to ask you to begin, please, by opening Anaconda Prompt. "
"677650","682470"," You can do that by hitting the Windows key and then typing Anaconda Prompt, and it should be"
"682470","687690"," the first result that comes up after that. And once you are in Anaconda Prompt, we will start"
"687690","694110"," IPython by typing, as we always have, IPython, all lowercase, all one word."
"694670","706530"," ""I-P-Y-T-H-O-N.Python 3.11.5 packaged by Anaconda Incorporated."""
"707050","710850"," All right. I think we've heard that a bunch of times. I wanted, you know, us to hear the Python"
"710850","715490"," version one more time, but we probably don't need to listen to that whole thing. All right. So, now"
"715490","721650"," we are in our interactive IPython environment, and we are ready to get started. The exciting news is,"
"721690","728830"," today, we are going to sonify some real data. What I have prepared for you is a CSV file of"
"728830","734210"," temperature data. This is real data, real temperatures from cities around the world,"
"734330","739450"," and also some rainfall data. We'll look at that data in detail before we sonify it,"
"739450","745110"," but in order to actually import that data, we are going to need to import our favorite packages"
"745110","751030"," that we've used all along. We're going to import NumPy and import Pandas. Hopefully, this is a"
"751030","757250"," familiar procedure by now. I'm going to start in that in one line by typing import NumPy."
"757250","772710"," ""I-M-P-O-R-T."" So, that's import space NumPy.""N-U-M-P-Y."" All right. And it's telling me I'm"
"772710","777630"," on the next line already. We don't expect any output from importing something, and I'm going"
"777630","790170"," to type import Pandas like the bear. ""I-M-P-O-R-T space P-A-N-D-A-S in three."""
"790570","795790"," All right.I've typed import Pandas. Hit enter. And this is the moment where I'm going to ask one"
"795790","802410"," of the helpers. I think Alex or Elizabeth has it at the ready to copy and paste two lines of code in."
"802410","810510"," This is going to be the URL that we're using, and then it's going to be df equals Pandas.readcsv,"
"810990","816770"," that URL, and the index column equals zero. Basically, this is saving us that step of"
"816770","822230"," typing out the URL. So, I highly recommend you go and copy and paste that from the chat. It's"
"822230","830150"," rather a long URL link. And then it's just our very familiar Pandas.readcsv. I myself am going"
"830150","850990"," to copy and paste it in as well because it's a long URL. All right. It just read the very last"
"850990","855110"," bit of what I just copy and pasted in. But the important thing is, again, to remember that we're"
"855110","862850"," this df equals Pandas.readcsv, that URL. So, what we're doing is we're making, as we always do,"
"862970","869750"," a Pandas CSV from the data in that or not a Pandas CSV, a Pandas data frame from the data"
"869750","876670"," that's saved at that URL, and we're calling it df. And I'm just going to hit enter. It might"
"876670","883290"," take a second. About a second exactly. You can hear it says in four. We're on to our next line. "
"883970","888990"," Now, the data is all already there. Unlike last week, we're not going to sort of craft"
"888990","895830"," any of it ourselves. But I am very strongly of the opinion that we should not be sonifying or"
"895830","901870"," visualizing, representing our data in any way until we actually take a look at that data. "
"902230","907310"," And all you really know about this data is that it's something to do with the weather. Like,"
"907330","911590"," I've mentioned something about temperature. You don't really know what's in here. So,"
"911590","916530"," I don't know about you, but my very first question is, what is actually in this data?"
"916690","921770"," What are the columns? And so, you might recall from Patrick's lessons that we can check on"
"921770","926490"," the columns in the data frame by doing df. That's what we've named that data frame and"
"926490","937150"," those lines I had you copy and paste. So, we'll do df. And then dot. Whoops. It wants to suggest"
"937150","942470"," something I've typed before. I don't want to do that. I want to do df.columns."
"942890","946870"," ""C-O-L-U-M-N-S."""
"947170","951630"," That's df.columns and hit enter. I'm going to tell you now that this is going to be a rather"
"951630","956830"," long output because there are 13 columns in this. So, we're going to listen to them all the way"
"956830","961370"," through because, again, we want to know all the columns in our data frame if we're using the thing."
"961370","969850"," ""Out four.Index. Year. Month.Day. New York City temp. Philadelphia temp.Pittsburgh temp."
"970370","978030"," Orlando temp. Austin temp. Seattle temp. Delhi temp. Delhi rain inches. Delhi temp model one."
"978510","982250"," Delhi temp model two. Dtype equals object.In five."""
"982810","988690"," All right. So, what columns do we have here? We have three columns that specify the date. "
"988690","995490"," That is the year, month, and day at which we have our data. Then we have a whole slew of columns"
"995490","1000910"," with the temperature, presumably daily temperature, in a bunch of different cities. New York City,"
"1001230","1006390"," Philadelphia, Pittsburgh, Delhi, India, blah, blah, blah. We're not going to use all of those"
"1006390","1012130"," columns. But I wanted to, A, give you a larger data frame to handle because this is often how"
"1012130","1018010"," data comes. And, B, because if you want to play around with more data, then it's available for"
"1018010","1022790"," you after this tutorial. You already have something you can sort of test and mess around with. So,"
"1023250","1027150"," plenty of data available for you. If you're interested in where I got this data from,"
"1027250","1032250"," it's all linked on the curriculum online. So, if you're curious, feel free to check it out."
"1032530","1038109"," It is from two different sources that I curated and put together. There was a little bit of,"
"1038109","1043170"," like, processing that I did to sort of get it in a format that would be roughly convenient for"
"1043170","1050170"," us to use. We have that Delhi rain inches column. That's the daily rain in Delhi, India,"
"1050530","1058030"," in inches, as the name says. And then those last two columns, the Delhi temp model one and temp"
"1058030","1063590"," model two, those are actually columns I created. And we'll get into those a little bit later"
"1064230","1069190"," if we have the time. But essentially, they are predictions for the temperatures in Delhi, India."
"1069810","1073770"," And one of them is intended to be a good prediction, and one of them is intentionally"
"1073770","1080490"," quite a bad prediction. But we will get into that later. All right. So, now we know roughly what"
"1080490","1086870"," is in this data frame. My next question is, like, how big is it? I've told you there are 13 columns,"
"1087110","1091450"," but I just want to print out the whole shape, you know? I mean, if I weren't here to tell you"
"1091450","1095230"," that I know there are 13 columns, I don't know about you, but I wouldn't want to sit and, like,"
"1095230","1100450"," count the columns. And I also want to know how many rows there are, how many days of data are"
"1100450","1111990"," there. So, I'm going to do, as Patrick taught us, df.shape. And I'll hit enter. "
"1117470","1125030"," All right. So, there are 9,265 rows of data. That is each of those I'll tell you is"
"1125030","1131370"," one day of data. And 13 columns. I can tell you right now that because I've handled this data"
"1131370","1136890"," already, that's about 15 years' worth of weather data in this CSV. So, it's rather a lot. "
"1137570","1142770"," But my next question, after knowing, well, this is a rather large file, is, all right,"
"1142790","1150730"," but, like, what dates does it actually run from? And the way I can find out is by indexing the"
"1150730","1155970"," first and last columns. I'm going to assume this data runs in chronological order. First,"
"1156090","1162950"," because shuffling up the dates would be chaos. And I have yet to see a data file that does that."
"1163270","1167690"," But B, because I have already, you know, handled this data. So, I'll tell you it runs in"
"1167690","1174810"," chronological order. So, if we check the first day or the first row of data, that should be"
"1174810","1180930"," the first day of data. So, we can get the first date. And if we check the last row of our data"
"1180930","1186130"," frame, that will be the last date of data. So, we can know when our data starts and ends."
"1186910","1194590"," And again, Patrick taught us how to get the how to index by row number. That's going to be DF. "
"1194590","1206670"," DF.IL.ILOC. So, ILOC, LOC for location, and I, index, because we're indexing by number."
"1207410","1213550"," Then it's going to be open square bracket. Zero. Right bracket."
"1213550","1219470"," Not parentheses, brackets. Why is it a zero? Well, Python likes to number starting from"
"1219470","1228010"," zero. So, if we do DF.ILOC brackets one, we're actually going to get the second row. All right,"
"1228090","1243890"," let's hit enter. Out six. Year 1995.000000. Month 1.000000. Day 1.000000. I'm reading all of the"
"1243890","1250790"," values in that row. I only care about the first three, the year, month, and day, because that's"
"1250790","1256490"," the date that I care about. Annoyingly, they're in decimal format, just because that's how this"
"1256490","1262530"," file is read in. It's read in as floats, you'll recall, we call them. But I can tell that the"
"1262530","1269990"," year is 1999, the month is one, and the day is one. So, our data starts on January 1st, 1999. "
"1269990","1276410"," All right. When does our data end? So, what is the range of dates for our data? Well,"
"1276470","1285430"," then I'm going to do DF.ILOC. Open bracket. So, the same thing as the line before so far. "
"1285670","1292990"," Left bracket. Now, I could do what? What was the length of the data frame? 9265. I could type,"
"1293470","1298290"," because I know how many rows there are for the last one. But that requires me remembering how"
"1298290","1304030"," many rows there are in our data frame. So, a nice little shortcut is that if you want to index the"
"1304030","1311390"," last row of the data frame, you can just type negative 1. Dash 1. Dash 1, negative 1. So,"
"1311470","1319250"," it's DF.ILOC, open bracket, negative 1, close bracket. Right bracket. And the fun thing is,"
"1319330","1323870"," if you do, for instance, negative 2, that'll give you the second to last row, negative 3,"
"1323870","1329270"," third to last row, so on and so forth. This is another sort of Pythonic numbering thing."
"1329630","1334430"," Maybe other programming languages do it as well. I don't know. Don't quote me on that. I"
"1335070","1350170"," only know Python.""Out 7. Year 2020.000000. Month 5.000000. Day 13.000000."" All right. And I'll"
"1350170","1356230"," stop it again after the day, because I'm not interested in hearing how hot it was in Austin,"
"1356410","1365010"," Texas, on, as we now know, May 13th, I believe it was, of 2020. So, we have just about 15 years"
"1365010","1374270"," of data in here. So, that's great. Now we know how large our data frame is. We know the time range. "
"1374370","1379230"," We know roughly what sort of data is in it. Cool. We're getting a good picture of things in this"
"1379230","1384210"," data frame. And then the last thing I'm going to want to do, before I sodify things, is actually"
"1384210","1388510"," take a look at one of the columns. I'm going to do Philadelphia, because that's where I went to"
"1388510","1392630"," undergrad, and I love Philadelphia, and I know roughly what the weather should be like in there,"
"1393090","1398210"," like in the city of Philadelphia. And I just want to check on the data in the Philadelphia column"
"1398210","1405550"," first, to make sure nothing seems funky. Second, you know, I don't even know right now whether this"
"1405550","1411510"," is in degrees Celsius or degrees Fahrenheit, which is, you know, a little problematic because"
"1411510","1418130"," there are no labels here, like no units. But if I take a look at the data, I can probably guess"
"1418130","1423390"," based on the numbers we get out whether it's in degrees Celsius or Fahrenheit, and I would like"
"1423390","1431570"," to know that. All right. So, the way I can do this is, if you recall from the list of column names,"
"1431570","1436170"," and no worries if you don't because I'll tell you. The temperature in Philadelphia, that column"
"1436170","1442750"," name is called Philadelphia underscore temp. And so following the syntax that Patrick taught us,"
"1442750","1451910"," if we want to say check the average temperature in Philadelphia, then I can do df dot Philadelphia"
"1453330","1465790"," That's going to be P-H-I-L-A-D-E-L-P-H-I-A. "
"1466710","1470990"," You know, before I did university in Philadelphia, I actually had a really hard time spelling that city."
"1471790","1479330"," All right, so that's df.philadelphia underscore temp, T-E-M-P."
"1479330","1484290"," So this is just calling the Philadelphia temp column from df. "
"1484450","1489450"," And then I just want the mean attribute, so dot mean, M-E-A-N."
"1489670","1491650"," ""Dot M-E-A-N."""
"1491910","1495730"," And then open parentheses, close parentheses, just like Patrick taught us. "
"1495850","1497290"," ""Left paren, right paren."""
"1498070","1500290"," All right, and let's hit enter."
"1501230","1507950"," Out 8, 56.41700485698867, in 9."
"1507950","1514750"," All right, so the average temperature in that Philadelphia temperature column is about 56 degrees. "
"1514970","1516610"," That tells me for two things."
"1516730","1520850"," First of all, having spent time in Philadelphia, sounds about right to me."
"1521010","1527770"," It sounds about right if it's in degrees Fahrenheit, because if that's in degrees Celsius, Philadelphia is on fire. "
"1528190","1531170"," Which I certainly hope it isn't, because I would like to go back to visit."
"1531170","1532950"," So I know two things."
"1533110","1536850"," First of all, from a rough analysis, that average seems correct. "
"1537590","1541750"," And also, I now know our units are in degrees Fahrenheit."
"1542230","1547050"," I can also, and for the sake of thoroughness, I could also check the max."
"1547150","1552210"," That's going to be the same line we just typed, except instead of dot mean, it'll be dot max. "
"1552210","1574950"," So we can do df, dot Philadelphia, Philadelphia, underscore temp, dot max, ""left paren, right paren, out 9, 92.9, in 10."""
"1575690","1581050"," All right, so the maximum temperature we have recorded for Philadelphia is 92.9 degrees Fahrenheit."
"1581050","1585530"," I'll tell you for certain that it definitely gets hotter than that in Philadelphia. "
"1585870","1590250"," So I would be scratching my head a little bit about this and feeling some concern."
"1590390","1595510"," Except for the fact that I believe that this is actually the average temperature over the whole day."
"1595870","1604330"," So if you consider the fact that it's like cooler in the night, yeah, I can imagine that the hottest day in Philadelphia is on average 92.9 degrees. "
"1604810","1607570"," For the sake of completeness, let's look at the minimum."
"1607570","1623110"," ""df, dot P-H-I-L-A-D-E-L-P-H-I-A, line, T-E-M-P, dot M-I-N, left paren, right paren."""
"1623110","1631150"," So that is df, dot Philadelphia, underscore temp, dot min, open parenthesis, close parenthesis. "
"1631970","1637030"," That is the same line we have been typing except now instead of min or max, it is min."
"1637410","1638550"," And let's just see what we get."
"1638670","1641450"," ""Out 10, 9.4, in 11."""
"1641870","1645490"," 9.4 degrees Fahrenheit. Yeah, that sounds right to me."
"1645850","1651710"," For you Europeans, that's going to be, I don't know, degrees Celsius. "
"1651710","1654990"," I'm going to bet on like negative 10 Celsius, something like that."
"1655150","1657010"," Miserable. Miserable is the temperature. "
"1657670","1658010"," All right."
"1658410","1660110"," We've explored our data frame."
"1660390","1661610"," We know what's in it. "
"1661950","1663150"," We know like the columns."
"1663390","1664690"," We know the date ranges."
"1664950","1667850"," We know actually the type of data we have in here. "
"1668130","1675010"," We've checked the column we're going to sonify first, Philadelphia, and made sure that everything seems to be in order there."
"1675450","1676890"," I think we're good to go."
"1677430","1680310"," Let's get into actually sonifying. "
"1680310","1690370"," Now, inherently before we visualize something, or visualize or sonify, so before we represent data, there's always going to be some legwork we have to do."
"1690870","1693930"," The legwork we're going to have to do here is two steps."
"1694450","1702030"," First, what we're going to want to sonify is the Philadelphia temperature versus time or versus our date. "
"1702590","1708130"," However, right now our date is spread across three columns."
"1708130","1710870"," It is year, month, day."
"1711770","1713370"," That is going to be really difficult. "
"1713570","1716670"," Actually, that's going to be impossible for a sonify to parse."
"1716830","1719290"," Like those three columns, that's not going to work."
"1719410","1720730"," We don't want that. "
"1721490","1723050"," Why did I leave it this way?"
"1723190","1726050"," Well, first of all, this is a format you'll often see in data."
"1726530","1730710"," It's the way the data originally came, so I want us to be able to work around it."
"1731370","1735810"," What are we going to do is we're going to make a new column in our data frame. "
"1735810","1743810"," I'm going to call this time step, and this is going to basically be the number of days since our data began."
"1744330","1749930"," So the first day, January 1st of 1995, will be zero."
"1750770","1753050"," January 2nd will be one. "
"1753430","1756450"," January 3rd will be two, and so on and so forth."
"1756770","1764630"," This will now act in our sonification as the time column because those nice just numbers will be easy for a sonify to parse."
"1764630","1769590"," And in the sonification, a sonify doesn't really care about the value of the time. "
"1769730","1773810"," It cares about the distance between times, so what I'll call the time step."
"1774290","1777390"," That's why I'm calling this column the time step column."
"1777670","1785470"," It's because say we took, you know, the data every day, and then suddenly we took it, oh, a week later, so there's a larger gap. "
"1785610","1793570"," That could be a problem, but here the data is taken at really regular intervals, just once a day for about 15 years."
"1793570","1800990"," So we can make sort of a fake time column, and a sonify will treat it just the same, and it will work out very well for us."
"1802130","1810010"," So, Patrick already taught us how to make a column like this, and I will refresh your memory if you don't recall. "
"1810490","1813950"," First we're going to call the column, though we haven't made it yet."
"1814190","1818030"," That's going to be df, open bracket."
"1820330","1824230"," It's trying to complete things for me. "
"1824290","1825450"," I'm not there yet."
"1825910","1826370"," Give me time."
"1826930","1827110"," All right. "
"1827730","1832390"," Df, open bracket, quotation mark, or like little tick mark."
"1833250","1843810"," Then it's time step, all one word, so time step, T-I-M-E-S-T-E-P."
"1843810","1848430"," Time step, close quotation mark, close bracket. "
"1849470","1854330"," So this is a slightly different syntax from the one you were using with Patrick to call a column."
"1854510","1860350"," Here we're using brackets and quotation marks instead of the dot format, which is, I think, maybe a little quicker to type."
"1860710","1868470"," This format, in my experience, just works better for creating a new column, so we are making a new column of the data frame. "
"1868690","1871250"," There isn't already a column called time step."
"1871310","1872350"," We're creating a new one."
"1872350","1877890"," I found when you do df dot time step to make a new column, it throws an error. "
"1878170","1882290"," So this one time we'll use this different syntax here to call the column."
"1882790","1894490"," So that's df, open square bracket, open quotation mark, time step, close quotation mark, close square bracket, space, equals, space."
"1894490","1905070"," And then the function we're going to use here is the one that Patrick taught us, pandas dot range index, P-A-N-D-A-S dot. "
"1905390","1909630"," So that's pandas dot. The R in range is capital R."
"1909870","1916350"," So that was a capital R, A-N-G-E, then index, capital I."
"1917170","1922530"," So capital R in range, capital I in index, ""N-D-E-X."""
"1922530","1928710"," And it's all one words, so pandas dot range index, open parenthesis."
"1929230","1931670"," Then it's going to be start equals zero."
"1932510","1937010"," ""S-T-A-R-T equals zero."""
"1937010","1942810"," So we've opened quotation marks, not open quotation marks, open parenthesis, start equals zero. "
"1942990","1945950"," That means the start of our steps will be zero."
"1946170","1954470"," So remember that's going to mean that January 1st of 1995 is time step zero, comma, then space."
"1955230","1956950"," Then I'm going to do stop. "
"1957130","1959950"," ""S-T-O-P equals."""
"1960270","1963030"," Stop equals, I'm going to type L-E-N."
"1963150","1964350"," ""L-E-N."""
"1964350","1966410"," Then I'm going to do open parenthesis."
"1967110","1967590"," ""Left paren."""
"1968130","1968770"," D-F. "
"1968890","1969530"," ""D-F."""
"1969930","1970950"," Close parenthesis."
"1971070","1971530"," ""Right paren."""
"1971910","1975770"," That means stop at the length of our data frame."
"1975990","1978530"," In this case, that'll be, I think, what was it?"
"1980630","1983410"," 9,625, 9,265."
"1983650","1988410"," Clearly, I can't remember off the top of my head exactly the number of rows in our data frame. "
"1988410","1999110"," So the L-E-N, open parenthesis, close parenthesis, with D-F in the middle, will just automatically give us the number of rows in data frame."
"1999570","2003070"," And that's because I want that last date, which was what?"
"2003150","2005650"," May 13th of 2020."
"2006190","2007010"," Ah, 2020. "
"2007630","2008290"," What a year."
"2009250","2019670"," May 13th of 2020, I want that to be 9,265 or whatever the last row index is in our time step column."
"2020150","2028450"," So that's going to be stop equals L-E-N, open parenthesis, D-F, close parenthesis, comma. "
"2028650","2029190"," Comma."
"2029450","2030990"," And then I'm going to type space."
"2031030","2031550"," ""Space."""
"2031890","2033110"," Step equals one."
"2033290","2037050"," ""S-T-E-P equals one."""
"2037050","2038490"," Step equals one. "
"2038670","2040090"," So just increase in steps of one."
"2040450","2044910"," So January 2nd should be day one, January 3rd, day two, so on and so forth."
"2044990","2047190"," Again, counting from zero, as Python likes. "
"2049409","2051210"," All right, hit enter."
"2051850","2052590"," All set."
"2053010","2056630"," If we want, we can check on that new time step column. "
"2056850","2059350"," So maybe I'm going to do D-F dot time step."
"2062889","2064630"," Again, it's trying to guess what I want."
"2064730","2065210"," It's wrong. "
"2065210","2071670"," D-F dot time step, and I'm going back to this more familiar syntax of D-F dot to call the column."
"2071949","2075389"," T-I-M-E-S-T-E-P."
"2076030","2082989"," And then I'm going to do dot head, and that will return the first five rows of this time step column, just to check that everything seems okay. "
"2083230","2087690"," ""Dot H-E-A-D, left paren, right paren."""
"2087989","2093870"," So that's D-F dot time step dot head, open parenthesis, close parenthesis, hit enter."
"2093870","2105010"," ""Out 12, 0 0, 1 1, 2 2, 3 3, 4 4, name, time step, type, in 64, in 13."""
"2105510","2115250"," All right, so you might have heard 0 0, 1 1, that's basically saying the 0th row is 0, the 1th, the 1st, sorry, long day."
"2115510","2119230"," The 1st row is 1, the 2nd row is 2, etc., etc."
"2119450","2120690"," That all sounds good. "
"2120850","2122350"," That's exactly what we wanted."
"2122350","2127210"," All right, I said there was two steps we needed to get this sonification going."
"2127750","2137130"," And the second one is you might remember that Astronify, the sonification package we use, wants its data in an AstroPy table. "
"2137550","2139290"," I'm not going to dig into that again."
"2139610","2144130"," If you don't remember that, I recommend you go check the curriculum or the recording from last week."
"2144150","2145950"," I explained about AstroPy tables. "
"2145950","2153830"," For now, we're just going to import table from AstroPy and then turn our data frame into a table."
"2154250","2158330"," All right, so that's going to be to first import the necessary class."
"2158330","2183470"," That's going to be from AstroPy.table, so that's from space, A-S-T-R-O-P-Y.table, dot T-A-B-L-E, space, import, space. "
"2183470","2187570"," And then this is going to be table again, but with a capital T."
"2187790","2198230"," So that's capital T, table, ""T-A-B-L-E,"" from AstroPy.table, import table, ""in 14."""
"2199030","2201010"," All right, that went through no problem."
"2201170","2202610"," Hopefully it did for you as well. "
"2202990","2206070"," And then this is the exact same thing we ran last week."
"2206070","2211890"," I'm going to use the AstroPy table built-in function from underscore pandas."
"2212250","2219530"," That will take a data frame, our data frame D-F, and return a table, which I'm going to call T-B-L. "
"2220030","2227110"," So that's going to be T-B-L, space equals, space."
"2227110","2235190"," And again, these spaces just make it nicer if you're going to pass this iPython session on to someone sighted who's reading it."
"2235950","2240970"," Or I'm low vision, so I'm reading this now, and I find it easier if things are separated. "
"2241190","2243370"," So I'm doing it for my own sake as well."
"2243510","2246490"," But if you don't want to include the spaces, you don't have to."
"2247510","2252690"," So that's T-B-L equals, space equals, space, capital T, table. "
"2254130","2264210"," Sorry, I accidentally typed in capital A. I don't want a capital A, just capital T."
